Title2,Title_URL,Number,Number1,Number2,cardschool__departmentsc19lmz2k0,cardschool__schoolsc19lmz2k1,cardfeedback__cardfeedbackitemlq6nix1,cardfeedback__cardfeedbackitemlq6nix13,cardfeedback__cardfeedbackitemlq6nix14,cardfeedback__cardfeedbackitemlq6nix15,Field
Mandy Suhr-Sytsma,https://www.ratemyprofessors.com/professor/1938742,QUALITY,4.5,15 ratings,English,Emory University,"100%
would take again",100%,"3.4
level of difficulty",3.4,4.5
Joe Sutherland,https://www.ratemyprofessors.com/professor/2756580,QUALITY,,0 ratings,Quantitative Theory amp Methods,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Alexander Escobar,https://www.ratemyprofessors.com/professor/74361,QUALITY,,41 ratings,Science,Emory University,"58%
would take again",58%,"3.6
level of difficulty",3.6,3
Ruby Lal,https://www.ratemyprofessors.com/professor/1292316,QUALITY,,21 ratings,Humanities,Emory University,"17%
would take again",17%,"3.4
level of difficulty",3.4,2.3
Frank Lechner,https://www.ratemyprofessors.com/professor/1159247,QUALITY,4.8,29 ratings,Sociology,Emory University,"100%
would take again",100%,"3.1
level of difficulty",3.1,4.8
Caroline Warren,https://www.ratemyprofessors.com/professor/2727711,QUALITY,4.5,2 ratings,Women's Studies,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5,4.5
Hossein Samei,https://www.ratemyprofessors.com/professor/1358764,QUALITY,4.8,22 ratings,Languages,Emory University,"100%
would take again",100%,"1.8
level of difficulty",1.8,4.8
Jordan  Johnson,https://www.ratemyprofessors.com/professor/1994266,QUALITY,4,1 ratings,Women's Studies,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4,4
﻿Keith Easterling,https://www.ratemyprofessors.com/professor/2127624,QUALITY,,8 ratings,Science,Emory University,"58%
would take again",58%,"4.1
level of difficulty",4.1,2.7
Phillip Wolff,https://www.ratemyprofessors.com/professor/2282695,QUALITY,4.4,5 ratings,Psychology,Emory University,"100%
would take again",100%,"2.6
level of difficulty",2.6,4.4
Jonathan Bartlett,https://www.ratemyprofessors.com/professor/2712305,QUALITY,,0 ratings,Finance,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Benjamin Miller,https://www.ratemyprofessors.com/professor/2459093,QUALITY,5,5 ratings,English,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Hugh Cohen,https://www.ratemyprofessors.com/professor/1765750,QUALITY,,4 ratings,Finance,Emory University,"60%
would take again",60%,"4.3
level of difficulty",4.3,2.9
Iain Shepherd,https://www.ratemyprofessors.com/professor/1345760,QUALITY,,16 ratings,Biology,Emory University,"40%
would take again",40%,"3.8
level of difficulty",3.8,2.7
Lisa Dillman,https://www.ratemyprofessors.com/professor/678874,QUALITY,4.8,23 ratings,Languages,Emory University,"100%
would take again",100%,"2.9
level of difficulty",2.9,4.8
Elaine Walker,https://www.ratemyprofessors.com/professor/1878998,QUALITY,,10 ratings,Psychology,Emory University,"59%
would take again",59%,"3.2
level of difficulty",3.2,2.9
John Ammerman,https://www.ratemyprofessors.com/professor/1003668,QUALITY,4.3,9 ratings,Theater,Emory University,"75%
would take again",75%,"3
level of difficulty",3,4.3
Matthew Weinschenk,https://www.ratemyprofessors.com/professor/74364,QUALITY,4.6,116 ratings,Chemistry,Emory University,"89%
would take again",89%,"4.4
level of difficulty",4.4,4.6
Tracy Morkin McGill,https://www.ratemyprofessors.com/professor/251830,QUALITY,,117 ratings,Chemistry,Emory University,"78%
would take again",78%,"3.8
level of difficulty",3.8,3.9
Anthony Healy,https://www.ratemyprofessors.com/professor/2594326,QUALITY,,3 ratings,Sociology,Emory University,"34%
would take again",34%,"2
level of difficulty",2,3
Jeff Denneen,https://www.ratemyprofessors.com/professor/2715365,QUALITY,,0 ratings,Business Administration,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Philip Kragel,https://www.ratemyprofessors.com/professor/2681664,QUALITY,,6 ratings,Psychology,Emory University,"72%
would take again",72%,"3.2
level of difficulty",3.2,3.7
James Morey,https://www.ratemyprofessors.com/professor/264175,QUALITY,4.2,32 ratings,English,Emory University,"88%
would take again",88%,"3.6
level of difficulty",3.6,4.2
Tara Myers,https://www.ratemyprofessors.com/professor/2624125,QUALITY,5,4 ratings,Physical Education,Emory University,"100%
would take again",100%,"1.2
level of difficulty",1.2,5
Sandra Blakely,https://www.ratemyprofessors.com/professor/92678,QUALITY,4,46 ratings,Classics,Emory University,"64%
would take again",64%,"3.3
level of difficulty",3.3,4
Mariana Candido,https://www.ratemyprofessors.com/professor/2758855,QUALITY,5,1 ratings,History,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Justin Haynes,https://www.ratemyprofessors.com/professor/2757139,QUALITY,,2 ratings,English,Emory University,"50%
would take again",50%,"4
level of difficulty",4,3
Yolanda Franklin,https://www.ratemyprofessors.com/professor/2748123,QUALITY,,1 ratings,English,Emory University,"0%
would take again",0%,"1
level of difficulty",1,1
Cynthia Patterson,https://www.ratemyprofessors.com/professor/1054112,QUALITY,,12 ratings,History,Emory University,"43%
would take again",43%,"3.1
level of difficulty",3.1,2.8
Makiko Safigan,https://www.ratemyprofessors.com/professor/2657196,QUALITY,5,4 ratings,Languages,Emory University,"100%
would take again",100%,"4
level of difficulty",4,5
Nathan Suhr-Sytsma,https://www.ratemyprofessors.com/professor/1957941,QUALITY,4,7 ratings,English,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5,4
Eric Nelson,https://www.ratemyprofessors.com/professor/1163257,QUALITY,5,17 ratings,Music,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,5
Lance Gunderson,https://www.ratemyprofessors.com/professor/1858137,QUALITY,,12 ratings,Biology,Emory University,"82%
would take again",82%,"2.3
level of difficulty",2.3,3.5
Tyler Thomas,https://www.ratemyprofessors.com/professor/2721944,QUALITY,,0 ratings,Political Science,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Melissa Young,https://www.ratemyprofessors.com/professor/2722336,QUALITY,,0 ratings,Women's Studies,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Yuk Cheong,https://www.ratemyprofessors.com/professor/1945923,QUALITY,,9 ratings,Education,Emory University,"86%
would take again",86%,"1.5
level of difficulty",1.5,3.3
Kristin Wendland,https://www.ratemyprofessors.com/professor/473209,QUALITY,4.1,16 ratings,Music,Emory University,"50%
would take again",50%,"2.9
level of difficulty",2.9,4.1
Alexander Escobar,https://www.ratemyprofessors.com/professor/2526076,QUALITY,,6 ratings,Biology,Emory University,"29%
would take again",29%,"4
level of difficulty",4,2.7
Katherine Rosenblatt,https://www.ratemyprofessors.com/professor/2519632,QUALITY,4.2,5 ratings,Religion,Emory University,"88%
would take again",88%,"1.6
level of difficulty",1.6,4.2
Mikhail Epstein,https://www.ratemyprofessors.com/professor/2224805,QUALITY,,10 ratings,Russian Studies,Emory University,"70%
would take again",70%,"3
level of difficulty",3,3.5
Sarah McPhee,https://www.ratemyprofessors.com/professor/462574,QUALITY,4.5,12 ratings,Art History,Emory University,"100%
would take again",100%,"3.8
level of difficulty",3.8,4.5
Courtney Freer,https://www.ratemyprofessors.com/professor/2732417,QUALITY,,2 ratings,Middle Eastern Studies,Emory University,"84%
would take again",84%,"3
level of difficulty",3,3.5
Gehane Shehata,https://www.ratemyprofessors.com/professor/2140682,QUALITY,4.1,11 ratings,Languages,Emory University,"82%
would take again",82%,"3.5
level of difficulty",3.5,4.1
Leah Roesch,https://www.ratemyprofessors.com/professor/2282769,QUALITY,4.2,10 ratings,Biology,Emory University,"80%
would take again",80%,"3.3
level of difficulty",3.3,4.2
Chris Eagle,https://www.ratemyprofessors.com/professor/2329504,QUALITY,4.2,21 ratings,Health Science,Emory University,"84%
would take again",84%,"3.5
level of difficulty",3.5,4.2
Cheng Hsu-Te,https://www.ratemyprofessors.com/professor/2207389,QUALITY,4.3,4 ratings,Languages,Emory University,"80%
would take again",80%,"3
level of difficulty",3,4.3
Dylanger Pittman,https://www.ratemyprofessors.com/professor/2559212,QUALITY,,7 ratings,Mathematics,Emory University,"37%
would take again",37%,"3.3
level of difficulty",3.3,2.6
Yichun Xu,https://www.ratemyprofessors.com/professor/2726393,QUALITY,,0 ratings,Languages,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Jareema Hylton,https://www.ratemyprofessors.com/professor/2726399,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Christopher Merwin,https://www.ratemyprofessors.com/professor/2726401,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Makenzie Fitzgerald,https://www.ratemyprofessors.com/professor/2726402,QUALITY,,0 ratings,English,Emory University,"0%
would take again",0%,"0
level of difficulty",0,0
Hsu-Te Cheng,https://www.ratemyprofessors.com/professor/2207406,QUALITY,4.2,6 ratings,Languages,Emory University,"86%
would take again",86%,"3.3
level of difficulty",3.3,4.2
Eric Reinders,https://www.ratemyprofessors.com/professor/450825,QUALITY,4,24 ratings,Religion,Emory University,"82%
would take again",82%,"2.1
level of difficulty",2.1,4
Rachelle Spell,https://www.ratemyprofessors.com/professor/333056,QUALITY,,103 ratings,Biology,Emory University,"55%
would take again",55%,"3.8
level of difficulty",3.8,3.3
John Johnston,https://www.ratemyprofessors.com/professor/1085424,QUALITY,,6 ratings,English,Emory University,"34%
would take again",34%,"1.8
level of difficulty",1.8,2.3
Robyn Clarke,https://www.ratemyprofessors.com/professor/832707,QUALITY,4.8,31 ratings,Languages,Emory University,"97%
would take again",97%,"3.1
level of difficulty",3.1,4.8
Maryn McKenna,https://www.ratemyprofessors.com/professor/2760786,QUALITY,,0 ratings,Health Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Aaron Mayer,https://www.ratemyprofessors.com/professor/2569528,QUALITY,,1 ratings,Theater,Emory University,"0%
would take again",0%,"4
level of difficulty",4,1
Kristian Blaich,https://www.ratemyprofessors.com/professor/208113,QUALITY,4.9,12 ratings,History,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7,4.9
Sue Mialon,https://www.ratemyprofessors.com/professor/1170914,QUALITY,,24 ratings,Economics,Emory University,"86%
would take again",86%,"3.9
level of difficulty",3.9,3.7
Xingjian Li,https://www.ratemyprofessors.com/professor/2726416,QUALITY,,1 ratings,Mathematics,Emory University,"0%
would take again",0%,"5
level of difficulty",5,1
Steve La Fleur,https://www.ratemyprofessors.com/professor/1962526,QUALITY,,27 ratings,Computer Science,Emory University,"46%
would take again",46%,"3.7
level of difficulty",3.7,2.5
Nikolay Koposov,https://www.ratemyprofessors.com/professor/2728659,QUALITY,,0 ratings,Russian Studies,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Christoph Breunig,https://www.ratemyprofessors.com/professor/2474457,QUALITY,,15 ratings,Economics,Emory University,"30%
would take again",30%,"4.1
level of difficulty",4.1,1.9
Allison Kays,https://www.ratemyprofessors.com/professor/2446574,QUALITY,,31 ratings,Accounting,Emory University,"73%
would take again",73%,"4
level of difficulty",4,3.5
Devaka Premawardhana,https://www.ratemyprofessors.com/professor/2659642,QUALITY,4.8,5 ratings,Religion,Emory University,"100%
would take again",100%,"1.4
level of difficulty",1.4,4.8
Rohit Chakraborty,https://www.ratemyprofessors.com/professor/2726400,QUALITY,4,3 ratings,English,Emory University,"67%
would take again",67%,"3
level of difficulty",3,4
Robert Liu,https://www.ratemyprofessors.com/professor/810919,QUALITY,,16 ratings,Biology,Emory University,"50%
would take again",50%,"3.9
level of difficulty",3.9,2.8
Keith Robinson,https://www.ratemyprofessors.com/professor/2646556,QUALITY,4,3 ratings,Economics,Emory University,"75%
would take again",75%,"3.7
level of difficulty",3.7,4
Gabriel Houck,https://www.ratemyprofessors.com/professor/2730589,QUALITY,,0 ratings,Writing,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
David Davis,https://www.ratemyprofessors.com/professor/1054114,QUALITY,,33 ratings,Political Science,Emory University,"60%
would take again",60%,"3
level of difficulty",3,3
Michael Peletz,https://www.ratemyprofessors.com/professor/2244158,QUALITY,,10 ratings,Anthropology,Emory University,"84%
would take again",84%,"3.7
level of difficulty",3.7,3.9
Katherine Taylor,https://www.ratemyprofessors.com/professor/2566210,QUALITY,5,2 ratings,Art History,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5,5
Christina DePasquale,https://www.ratemyprofessors.com/professor/2144077,QUALITY,4.9,3 ratings,Economics,Emory University,"100%
would take again",100%,"3
level of difficulty",3,4.9
Myra Woodworth-Hobbs,https://www.ratemyprofessors.com/professor/2212570,QUALITY,,5 ratings,Health Science,Emory University,"72%
would take again",72%,"4
level of difficulty",4,3.4
Judd Owen,https://www.ratemyprofessors.com/professor/1772103,QUALITY,,20 ratings,Political Science,Emory University,"56%
would take again",56%,"3.7
level of difficulty",3.7,3.4
Cynthia Guo,https://www.ratemyprofessors.com/professor/2597582,QUALITY,5,2 ratings,Psychology,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Didem Uca,https://www.ratemyprofessors.com/professor/2730036,QUALITY,5,2 ratings,Languages,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5,5
Connie Roth,https://www.ratemyprofessors.com/professor/1290835,QUALITY,,9 ratings,Physics,Emory University,"75%
would take again",75%,"2.6
level of difficulty",2.6,3.9
Jose' Soria,https://www.ratemyprofessors.com/professor/376520,QUALITY,4.3,56 ratings,Chemistry,Emory University,"94%
would take again",94%,"3.9
level of difficulty",3.9,4.3
Christopher Merwin,https://www.ratemyprofessors.com/professor/2203016,QUALITY,5,9 ratings,Philosophy,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,5
January LaVoy,https://www.ratemyprofessors.com/professor/2697014,QUALITY,5,2 ratings,Theater,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5,5
Kevin McAlister,https://www.ratemyprofessors.com/professor/2638914,QUALITY,4.5,6 ratings,Quantitative Theory & Methods,Emory University,"96%
would take again",96%,"2.7
level of difficulty",2.7,4.5
Xochitl Marsilli-Vargas,https://www.ratemyprofessors.com/professor/2329648,QUALITY,5,2 ratings,Spanish,Emory University,"100%
would take again",100%,"4
level of difficulty",4,5
David Lynn,https://www.ratemyprofessors.com/professor/154168,QUALITY,,8 ratings,Chemistry,Emory University,"73%
would take again",73%,"3.5
level of difficulty",3.5,3.3
Brooke Ullery,https://www.ratemyprofessors.com/professor/2736968,QUALITY,5,2 ratings,Mathematics,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
John Heemstra,https://www.ratemyprofessors.com/professor/2293947,QUALITY,4.5,56 ratings,Chemistry,Emory University,"94%
would take again",94%,"3.8
level of difficulty",3.8,4.5
Ana Vieyra-Ramirez,https://www.ratemyprofessors.com/professor/2737192,QUALITY,5,3 ratings,Philosophy,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Zitong Pei,https://www.ratemyprofessors.com/professor/2670790,QUALITY,,5 ratings,Mathematics,Emory University,"60%
would take again",60%,"2.2
level of difficulty",2.2,3
Travis Sanchez,https://www.ratemyprofessors.com/professor/1849158,QUALITY,,2 ratings,Medicine,Emory University,"0%
would take again",0%,"5
level of difficulty",5,1
Lauren Christiansen,https://www.ratemyprofessors.com/professor/2248165,QUALITY,4.3,9 ratings,Health Science,Emory University,"91%
would take again",91%,"3.2
level of difficulty",3.2,4.3
Jin Kim,https://www.ratemyprofessors.com/professor/2566473,QUALITY,4,9 ratings,Quantitative Theory & Methods,Emory University,"87%
would take again",87%,"3.2
level of difficulty",3.2,4
Lisa DuPree,https://www.ratemyprofessors.com/professor/2431752,QUALITY,,4 ratings,Health Science,Emory University,"80%
would take again",80%,"1.8
level of difficulty",1.8,3.8
Katie Schank,https://www.ratemyprofessors.com/professor/2599219,QUALITY,,10 ratings,Writing,Emory University,"59%
would take again",59%,"3.1
level of difficulty",3.1,3.2
Mizuki Mazzotta,https://www.ratemyprofessors.com/professor/2616559,QUALITY,5,11 ratings,Languages,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5,5
John Lysaker,https://www.ratemyprofessors.com/professor/1801228,QUALITY,4.7,12 ratings,Philosophy,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5,4.7
Joseph Fritsch,https://www.ratemyprofessors.com/professor/2493861,QUALITY,4.7,10 ratings,English,Emory University,"93%
would take again",93%,"2
level of difficulty",2,4.7
Sara Botto,https://www.ratemyprofessors.com/professor/2641809,QUALITY,4.8,21 ratings,Psychology,Emory University,"93%
would take again",93%,"2.2
level of difficulty",2.2,4.8
Ho Jin Kim,https://www.ratemyprofessors.com/professor/2067207,QUALITY,,61 ratings,Mathematics,Emory University,"81%
would take again",81%,"3.6
level of difficulty",3.6,3.8
Michal Arbilly,https://www.ratemyprofessors.com/professor/2094593,QUALITY,,15 ratings,Biology,Emory University,"90%
would take again",90%,"2.6
level of difficulty",2.6,3.8
Bumyong Choi,https://www.ratemyprofessors.com/professor/2474902,QUALITY,4.7,6 ratings,Languages,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3,4.7
Elizabeth Wilson,https://www.ratemyprofessors.com/professor/1872167,QUALITY,4.4,13 ratings,Women's Studies,Emory University,"87%
would take again",87%,"2.9
level of difficulty",2.9,4.4
Jose Boigues,https://www.ratemyprofessors.com/professor/1619015,QUALITY,4.4,14 ratings,Spanish,Emory University,"85%
would take again",85%,"2.8
level of difficulty",2.8,4.4
Martin Van der Linden,https://www.ratemyprofessors.com/professor/2744581,QUALITY,5,2 ratings,Quantitative Theory & Methods,Emory University,"100%
would take again",100%,"1.5
level of difficulty",1.5,5
Evan Saltzman,https://www.ratemyprofessors.com/professor/2411459,QUALITY,4.2,21 ratings,Economics,Emory University,"89%
would take again",89%,"3.5
level of difficulty",3.5,4.2
Jane Hershman,https://www.ratemyprofessors.com/professor/2373017,QUALITY,5,4 ratings,Business,Emory University,"100%
would take again",100%,"1
level of difficulty",1,5
Michelle Andrews,https://www.ratemyprofessors.com/professor/2127044,QUALITY,,21 ratings,Marketing,Emory University,"50%
would take again",50%,"3.2
level of difficulty",3.2,3.2
Lynne Huffer,https://www.ratemyprofessors.com/professor/1893449,QUALITY,4.9,11 ratings,Women's Studies,Emory University,"100%
would take again",100%,"3.2
level of difficulty",3.2,4.9
Steve Ahn,https://www.ratemyprofessors.com/professor/1147884,QUALITY,4,39 ratings,Finance,Emory University,"89%
would take again",89%,"4.4
level of difficulty",4.4,4
Zachary Ludington,https://www.ratemyprofessors.com/professor/2190311,QUALITY,4.7,3 ratings,Spanish,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7,4.7
Melissa Yang,https://www.ratemyprofessors.com/professor/2514257,QUALITY,,8 ratings,English,Emory University,"56%
would take again",56%,"3.6
level of difficulty",3.6,3.4
Karen Ton,https://www.ratemyprofessors.com/professor/2340261,QUALITY,4.7,30 ratings,Accounting,Emory University,"100%
would take again",100%,"3.8
level of difficulty",3.8,4.7
Avani Wildani,https://www.ratemyprofessors.com/professor/2085256,QUALITY,,13 ratings,Computer Science,Emory University,"37%
would take again",37%,"4
level of difficulty",4,2.6
Umberto Mignozzetti,https://www.ratemyprofessors.com/professor/2703463,QUALITY,,3 ratings,Quantitative Theory & Methods,Emory University,"86%
would take again",86%,"3
level of difficulty",3,3.7
Idit Ben-Simon,https://www.ratemyprofessors.com/professor/2590259,QUALITY,4.7,6 ratings,Languages,Emory University,"100%
would take again",100%,"2.2
level of difficulty",2.2,4.7
Sara McClintock,https://www.ratemyprofessors.com/professor/2253024,QUALITY,4.7,3 ratings,Religion,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7,4.7
Andra Gillespie,https://www.ratemyprofessors.com/professor/1137420,QUALITY,,43 ratings,Political Science,Emory University,"41%
would take again",41%,"3.8
level of difficulty",3.8,3
Irving Martinez,https://www.ratemyprofessors.com/professor/2726415,QUALITY,,0 ratings,Mathematics,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Matthew Payne,https://www.ratemyprofessors.com/professor/241804,QUALITY,4.3,38 ratings,History,Emory University,"97%
would take again",97%,"3.7
level of difficulty",3.7,4.3
Sara Saba,https://www.ratemyprofessors.com/professor/2277145,QUALITY,5,4 ratings,Philosophy,Emory University,"100%
would take again",100%,"1.5
level of difficulty",1.5,5
Daphne Schechter,https://www.ratemyprofessors.com/professor/2560845,QUALITY,4.6,12 ratings,Business,Emory University,"100%
would take again",100%,"2.6
level of difficulty",2.6,4.6
Sarah Wolber,https://www.ratemyprofessors.com/professor/2725686,QUALITY,,2 ratings,Health Science,Emory University,"0%
would take again",0%,"2.5
level of difficulty",2.5,2.5
Benjamin Reiss,https://www.ratemyprofessors.com/professor/1843573,QUALITY,4.5,12 ratings,English,Emory University,"100%
would take again",100%,"3.1
level of difficulty",3.1,4.5
Hashem Dezhbakhsh,https://www.ratemyprofessors.com/professor/526448,QUALITY,4.3,60 ratings,Economics,Emory University,"85%
would take again",85%,"2.5
level of difficulty",2.5,4.3
Andrew Kazama,https://www.ratemyprofessors.com/professor/1976448,QUALITY,4.7,327 ratings,Psychology,Emory University,"97%
would take again",97%,"3.4
level of difficulty",3.4,4.7
Begona Claveria,https://www.ratemyprofessors.com/professor/2745447,QUALITY,4.7,7 ratings,Spanish,Emory University,"93%
would take again",93%,"2.3
level of difficulty",2.3,4.7
Alisha Bhimani,https://www.ratemyprofessors.com/professor/2679800,QUALITY,4.3,6 ratings,Nursing,Emory University,"84%
would take again",84%,"2.3
level of difficulty",2.3,4.3
Michael Carr,https://www.ratemyprofessors.com/professor/2246430,QUALITY,,27 ratings,Mathematics,Emory University,"59%
would take again",59%,"4.4
level of difficulty",4.4,2.9
Davide Fossati,https://www.ratemyprofessors.com/professor/2119443,QUALITY,,49 ratings,Computer Science,Emory University,"69%
would take again",69%,"4.3
level of difficulty",4.3,3.6
Zachary Peskowitz,https://www.ratemyprofessors.com/professor/2136666,QUALITY,4.8,2 ratings,Political Science,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5,4.8
Ariel Lawrence,https://www.ratemyprofessors.com/professor/2726406,QUALITY,4,1 ratings,English,Emory University,"100%
would take again",100%,"3
level of difficulty",3,4
Tom Smith,https://www.ratemyprofessors.com/professor/1334002,QUALITY,,50 ratings,Business,Emory University,"88%
would take again",88%,"3
level of difficulty",3,3.9
Juan David Chacon,https://www.ratemyprofessors.com/professor/2744380,QUALITY,,0 ratings,Spanish,Emory University,"34%
would take again",34%,"0
level of difficulty",0,0
Daniel Coppeto,https://www.ratemyprofessors.com/professor/2700500,QUALITY,5,6 ratings,Anthropology,Emory University,"100%
would take again",100%,"2.2
level of difficulty",2.2,5
Jason McLarty,https://www.ratemyprofessors.com/professor/2574238,QUALITY,4.4,9 ratings,Languages,Emory University,"92%
would take again",92%,"2.6
level of difficulty",2.6,4.4
Hubert Tworzecki,https://www.ratemyprofessors.com/professor/264174,QUALITY,4.1,36 ratings,Political Science,Emory University,"91%
would take again",91%,"2.3
level of difficulty",2.3,4.1
Owen Alldritt,https://www.ratemyprofessors.com/professor/2358300,QUALITY,4.5,12 ratings,Philosophy,Emory University,"90%
would take again",90%,"2.7
level of difficulty",2.7,4.5
Sean Dolan,https://www.ratemyprofessors.com/professor/2531556,QUALITY,4.8,4 ratings,English,Emory University,"100%
would take again",100%,"1.8
level of difficulty",1.8,4.8
Eric Reinhardt,https://www.ratemyprofessors.com/professor/1174511,QUALITY,,41 ratings,Political Science,Emory University,"66%
would take again",66%,"3.2
level of difficulty",3.2,3.4
Elva Gonzalez-Hernandez,https://www.ratemyprofessors.com/professor/1247453,QUALITY,4.6,19 ratings,Spanish,Emory University,"93%
would take again",93%,"2.6
level of difficulty",2.6,4.6
Jeffrey Yelton,https://www.ratemyprofessors.com/professor/2514255,QUALITY,,28 ratings,Mathematics,Emory University,"45%
would take again",45%,"4
level of difficulty",4,2.3
Emily Banks,https://www.ratemyprofessors.com/professor/2292536,QUALITY,4.4,5 ratings,English,Emory University,"100%
would take again",100%,"2.6
level of difficulty",2.6,4.4
Timothy Albrecht,https://www.ratemyprofessors.com/professor/7920,QUALITY,4.6,29 ratings,Music,Emory University,"100%
would take again",100%,"2.4
level of difficulty",2.4,4.6
Emily Master,https://www.ratemyprofessors.com/professor/2348460,QUALITY,5,3 ratings,Classics,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,5
Roxani Margariti,https://www.ratemyprofessors.com/professor/2184335,QUALITY,4.2,17 ratings,History,Emory University,"79%
would take again",79%,"3.2
level of difficulty",3.2,4.2
Yun Kim,https://www.ratemyprofessors.com/professor/2192481,QUALITY,,13 ratings,Languages,Emory University,"58%
would take again",58%,"3.2
level of difficulty",3.2,3.5
Beretta Smith-Shomade,https://www.ratemyprofessors.com/professor/2631813,QUALITY,,3 ratings,Film,Emory University,"75%
would take again",75%,"4
level of difficulty",4,3.6
Frank Pajares,https://www.ratemyprofessors.com/professor/462150,QUALITY,,15 ratings,Education,Emory University,"N/A
would take again",N/A,"3.5
level of difficulty",3.5,3.9
Francis Ittenbach,https://www.ratemyprofessors.com/professor/2726405,QUALITY,4,1 ratings,English,Emory University,"100%
would take again",100%,"3
level of difficulty",3,4
Kristen Frenzel,https://www.ratemyprofessors.com/professor/1006341,QUALITY,4.4,15 ratings,Biology,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3,4.4
Timothy Holland,https://www.ratemyprofessors.com/professor/2344300,QUALITY,,9 ratings,Film,Emory University,"55%
would take again",55%,"3.6
level of difficulty",3.6,3.3
Daniel Reynolds ,https://www.ratemyprofessors.com/professor/1962586,QUALITY,4.8,12 ratings,Film,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,4.8
Noelle Giguere,https://www.ratemyprofessors.com/professor/2143811,QUALITY,5,7 ratings,French,Emory University,"100%
would take again",100%,"2.6
level of difficulty",2.6,5
Daniel Bosch,https://www.ratemyprofessors.com/professor/2094984,QUALITY,,35 ratings,English,Emory University,"67%
would take again",67%,"4.2
level of difficulty",4.2,3.9
Vojtech Rodl,https://www.ratemyprofessors.com/professor/1015843,QUALITY,4.1,24 ratings,Mathematics,Emory University,"86%
would take again",86%,"2.8
level of difficulty",2.8,4.1
Tarun Chordia,https://www.ratemyprofessors.com/professor/1623701,QUALITY,,12 ratings,Business,Emory University,"58%
would take again",58%,"3.3
level of difficulty",3.3,3.5
Kirsten Travers-Uyham,https://www.ratemyprofessors.com/professor/2373207,QUALITY,5,2 ratings,Business Administration,Emory University,"100%
would take again",100%,"4
level of difficulty",4,5
Roberto Franzosi,https://www.ratemyprofessors.com/professor/1137422,QUALITY,,18 ratings,Sociology,Emory University,"58%
would take again",58%,"2.2
level of difficulty",2.2,3.4
Jianxin Zhao,https://www.ratemyprofessors.com/professor/2343895,QUALITY,4.6,12 ratings,Accounting,Emory University,"94%
would take again",94%,"3.6
level of difficulty",3.6,4.6
Alexander Clifton,https://www.ratemyprofessors.com/professor/2628421,QUALITY,,6 ratings,Mathematics,Emory University,"45%
would take again",45%,"3.2
level of difficulty",3.2,3.5
Catarina Fernandes,https://www.ratemyprofessors.com/professor/2652810,QUALITY,,3 ratings,Business,Emory University,"88%
would take again",88%,"2.3
level of difficulty",2.3,3.7
Wesley Longhofer,https://www.ratemyprofessors.com/professor/2441021,QUALITY,5,6 ratings,Business,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5,5
Linda Merrill,https://www.ratemyprofessors.com/professor/2159458,QUALITY,,14 ratings,Art History,Emory University,"79%
would take again",79%,"3.6
level of difficulty",3.6,3.9
Caroline Fohlin,https://www.ratemyprofessors.com/professor/1757069,QUALITY,,11 ratings,Economics,Emory University,"50%
would take again",50%,"2.4
level of difficulty",2.4,3
