professor,Title_URL,rating,numRating,Department,cardschool__schoolsc19lmz2k1,cardfeedback__cardfeedbackitemlq6nix1,cardfeedback__cardfeedbackitemlq6nix13,cardfeedback__cardfeedbackitemlq6nix14,cardfeedback__cardfeedbackitemlq6nix15
Laura Heath-Stout,https://www.ratemyprofessors.com/professor/2697173,5,3 ratings,English,Emory University,"100%
would take again",100%,"1.7
level of difficulty",1.7
James Melton,https://www.ratemyprofessors.com/professor/1412973,4.8,17 ratings,History,Emory University,"90%
would take again",90%,"2.6
level of difficulty",2.6
Tonio Andrade,https://www.ratemyprofessors.com/professor/555458,4.6,16 ratings,History,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Michelle Armstrong-Partida,https://www.ratemyprofessors.com/professor/1685097,1.6,7 ratings,Anthropology,Emory University,"28%
would take again",28%,"4.3
level of difficulty",4.3
Sena Agezo,https://www.ratemyprofessors.com/professor/2706099,0,0 ratings,Quantitative Theory & Methods,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Yukari Shinagawa,https://www.ratemyprofessors.com/professor/2514634,4.7,6 ratings,Languages,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3
Achille Castaldo,https://www.ratemyprofessors.com/professor/2638137,5,5 ratings,Languages,Emory University,"100%
would take again",100%,"1.8
level of difficulty",1.8
Larry Wilson,https://www.ratemyprofessors.com/professor/840569,3.8,6 ratings,Environmental Science/Biology,Emory University,"75%
would take again",75%,"2.2
level of difficulty",2.2
Chris Beck,https://www.ratemyprofessors.com/professor/540736,3.6,37 ratings,Biology,Emory University,"70%
would take again",70%,"3.5
level of difficulty",3.5
Paul Buchholz,https://www.ratemyprofessors.com/professor/2507317,4.8,5 ratings,Languages,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Christina Gavegnano,https://www.ratemyprofessors.com/professor/2752375,5,1 ratings,Health Science,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Andres Fritz,https://www.ratemyprofessors.com/professor/993936,3.7,11 ratings,Biology,Emory University,"50%
would take again",50%,"2.7
level of difficulty",2.7
Jeff Byrne,https://www.ratemyprofessors.com/professor/2727261,1.2,22 ratings,Accounting,Emory University,"40%
would take again",40%,"4.8
level of difficulty",4.8
Simona Muratore,https://www.ratemyprofessors.com/professor/1042398,4.4,12 ratings,Languages,Emory University,"86%
would take again",86%,"1.5
level of difficulty",1.5
Taylor Spicer,https://www.ratemyprofessors.com/professor/2753411,0,0 ratings,Environmental Science/Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Yu Tian,https://www.ratemyprofessors.com/professor/2726395,3.5,2 ratings,Languages,Emory University,"50%
would take again",50%,"4
level of difficulty",4
Joseph Skibell,https://www.ratemyprofessors.com/professor/1709501,2.4,7 ratings,Writing,Emory University,"29%
would take again",29%,"2.4
level of difficulty",2.4
Astrid Prinz,https://www.ratemyprofessors.com/professor/1746003,3.9,11 ratings,Biology,Emory University,"88%
would take again",88%,"3.8
level of difficulty",3.8
Harold Gouzoules,https://www.ratemyprofessors.com/professor/1631686,3.1,19 ratings,Biology,Emory University,"30%
would take again",30%,"3.2
level of difficulty",3.2
Michael Crutcher,https://www.ratemyprofessors.com/professor/2176014,4.1,15 ratings,Neuroscience & Behavioral Biology,Emory University,"87%
would take again",87%,"3.7
level of difficulty",3.7
Peggy Barlett,https://www.ratemyprofessors.com/professor/313282,2.8,18 ratings,Anthropology,Emory University,"N/A
would take again",N/A,"3.6
level of difficulty",3.6
Todd Cronan,https://www.ratemyprofessors.com/professor/1930613,3.5,3 ratings,Art History,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3
Anne Hall,https://www.ratemyprofessors.com/professor/1147518,3.5,26 ratings,Geology,Emory University,"70%
would take again",70%,"2.6
level of difficulty",2.6
Allen Tullos,https://www.ratemyprofessors.com/professor/313076,3.9,11 ratings,History,Emory University,"88%
would take again",88%,"2.6
level of difficulty",2.6
Jasmine Clark,https://www.ratemyprofessors.com/professor/2401629,2.3,14 ratings,Nursing,Emory University,"47%
would take again",47%,"4.1
level of difficulty",4.1
David Zureick-Brown,https://www.ratemyprofessors.com/professor/1672942,4.4,14 ratings,Mathematics,Emory University,"100%
would take again",100%,"3.2
level of difficulty",3.2
Shanshuang Yang,https://www.ratemyprofessors.com/professor/1871172,2.2,8 ratings,Mathematics,Emory University,"25%
would take again",25%,"4
level of difficulty",4
Mandy Suhr-Sytsma,https://www.ratemyprofessors.com/professor/1938742,4.5,15 ratings,English,Emory University,"100%
would take again",100%,"3.4
level of difficulty",3.4
Joe Sutherland,https://www.ratemyprofessors.com/professor/2756580,0,0 ratings,Quantitative Theory amp Methods,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Alexander Escobar,https://www.ratemyprofessors.com/professor/74361,3,41 ratings,Science,Emory University,"58%
would take again",58%,"3.6
level of difficulty",3.6
Ruby Lal,https://www.ratemyprofessors.com/professor/1292316,2.3,21 ratings,Humanities,Emory University,"17%
would take again",17%,"3.4
level of difficulty",3.4
Frank Lechner,https://www.ratemyprofessors.com/professor/1159247,4.8,29 ratings,Sociology,Emory University,"100%
would take again",100%,"3.1
level of difficulty",3.1
Caroline Warren,https://www.ratemyprofessors.com/professor/2727711,4.5,2 ratings,Women's Studies,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5
Hossein Samei,https://www.ratemyprofessors.com/professor/1358764,4.8,22 ratings,Languages,Emory University,"100%
would take again",100%,"1.8
level of difficulty",1.8
Jordan  Johnson,https://www.ratemyprofessors.com/professor/1994266,4,1 ratings,Women's Studies,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4
﻿Keith Easterling,https://www.ratemyprofessors.com/professor/2127624,2.7,8 ratings,Science,Emory University,"58%
would take again",58%,"4.1
level of difficulty",4.1
Phillip Wolff,https://www.ratemyprofessors.com/professor/2282695,4.4,5 ratings,Psychology,Emory University,"100%
would take again",100%,"2.6
level of difficulty",2.6
Jonathan Bartlett,https://www.ratemyprofessors.com/professor/2712305,0,0 ratings,Finance,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Benjamin Miller,https://www.ratemyprofessors.com/professor/2459093,5,5 ratings,English,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Hugh Cohen,https://www.ratemyprofessors.com/professor/1765750,2.9,4 ratings,Finance,Emory University,"60%
would take again",60%,"4.3
level of difficulty",4.3
Iain Shepherd,https://www.ratemyprofessors.com/professor/1345760,2.7,16 ratings,Biology,Emory University,"40%
would take again",40%,"3.8
level of difficulty",3.8
Lisa Dillman,https://www.ratemyprofessors.com/professor/678874,4.8,23 ratings,Languages,Emory University,"100%
would take again",100%,"2.9
level of difficulty",2.9
Elaine Walker,https://www.ratemyprofessors.com/professor/1878998,2.9,10 ratings,Psychology,Emory University,"59%
would take again",59%,"3.2
level of difficulty",3.2
John Ammerman,https://www.ratemyprofessors.com/professor/1003668,4.3,9 ratings,Theater,Emory University,"75%
would take again",75%,"3
level of difficulty",3
Matthew Weinschenk,https://www.ratemyprofessors.com/professor/74364,4.6,116 ratings,Chemistry,Emory University,"89%
would take again",89%,"4.4
level of difficulty",4.4
Tracy Morkin McGill,https://www.ratemyprofessors.com/professor/251830,3.9,117 ratings,Chemistry,Emory University,"78%
would take again",78%,"3.8
level of difficulty",3.8
Anthony Healy,https://www.ratemyprofessors.com/professor/2594326,3,3 ratings,Sociology,Emory University,"34%
would take again",34%,"2
level of difficulty",2
Jeff Denneen,https://www.ratemyprofessors.com/professor/2715365,0,0 ratings,Business Administration,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Philip Kragel,https://www.ratemyprofessors.com/professor/2681664,3.7,6 ratings,Psychology,Emory University,"72%
would take again",72%,"3.2
level of difficulty",3.2
James Morey,https://www.ratemyprofessors.com/professor/264175,4.2,32 ratings,English,Emory University,"88%
would take again",88%,"3.6
level of difficulty",3.6
Tara Myers,https://www.ratemyprofessors.com/professor/2624125,5,4 ratings,Physical Education,Emory University,"100%
would take again",100%,"1.2
level of difficulty",1.2
Sandra Blakely,https://www.ratemyprofessors.com/professor/92678,4,46 ratings,Classics,Emory University,"64%
would take again",64%,"3.3
level of difficulty",3.3
Mariana Candido,https://www.ratemyprofessors.com/professor/2758855,5,1 ratings,History,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Justin Haynes,https://www.ratemyprofessors.com/professor/2757139,3,2 ratings,English,Emory University,"50%
would take again",50%,"4
level of difficulty",4
Yolanda Franklin,https://www.ratemyprofessors.com/professor/2748123,1,1 ratings,English,Emory University,"0%
would take again",0%,"1
level of difficulty",1
Cynthia Patterson,https://www.ratemyprofessors.com/professor/1054112,2.8,12 ratings,History,Emory University,"43%
would take again",43%,"3.1
level of difficulty",3.1
Makiko Safigan,https://www.ratemyprofessors.com/professor/2657196,5,4 ratings,Languages,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Nathan Suhr-Sytsma,https://www.ratemyprofessors.com/professor/1957941,4,7 ratings,English,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5
Eric Nelson,https://www.ratemyprofessors.com/professor/1163257,5,17 ratings,Music,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3
Lance Gunderson,https://www.ratemyprofessors.com/professor/1858137,3.5,12 ratings,Biology,Emory University,"82%
would take again",82%,"2.3
level of difficulty",2.3
Tyler Thomas,https://www.ratemyprofessors.com/professor/2721944,0,0 ratings,Political Science,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Melissa Young,https://www.ratemyprofessors.com/professor/2722336,0,0 ratings,Women's Studies,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Yuk Cheong,https://www.ratemyprofessors.com/professor/1945923,3.3,9 ratings,Education,Emory University,"86%
would take again",86%,"1.5
level of difficulty",1.5
Kristin Wendland,https://www.ratemyprofessors.com/professor/473209,4.1,16 ratings,Music,Emory University,"50%
would take again",50%,"2.9
level of difficulty",2.9
Alexander Escobar,https://www.ratemyprofessors.com/professor/2526076,2.7,6 ratings,Biology,Emory University,"29%
would take again",29%,"4
level of difficulty",4
Katherine Rosenblatt,https://www.ratemyprofessors.com/professor/2519632,4.2,5 ratings,Religion,Emory University,"88%
would take again",88%,"1.6
level of difficulty",1.6
Mikhail Epstein,https://www.ratemyprofessors.com/professor/2224805,3.5,10 ratings,Russian Studies,Emory University,"70%
would take again",70%,"3
level of difficulty",3
Sarah McPhee,https://www.ratemyprofessors.com/professor/462574,4.5,12 ratings,Art History,Emory University,"100%
would take again",100%,"3.8
level of difficulty",3.8
Courtney Freer,https://www.ratemyprofessors.com/professor/2732417,3.5,2 ratings,Middle Eastern Studies,Emory University,"84%
would take again",84%,"3
level of difficulty",3
Gehane Shehata,https://www.ratemyprofessors.com/professor/2140682,4.1,11 ratings,Languages,Emory University,"82%
would take again",82%,"3.5
level of difficulty",3.5
Leah Roesch,https://www.ratemyprofessors.com/professor/2282769,4.2,10 ratings,Biology,Emory University,"80%
would take again",80%,"3.3
level of difficulty",3.3
Chris Eagle,https://www.ratemyprofessors.com/professor/2329504,4.2,21 ratings,Health Science,Emory University,"84%
would take again",84%,"3.5
level of difficulty",3.5
Cheng Hsu-Te,https://www.ratemyprofessors.com/professor/2207389,4.3,4 ratings,Languages,Emory University,"80%
would take again",80%,"3
level of difficulty",3
Dylanger Pittman,https://www.ratemyprofessors.com/professor/2559212,2.6,7 ratings,Mathematics,Emory University,"37%
would take again",37%,"3.3
level of difficulty",3.3
Yichun Xu,https://www.ratemyprofessors.com/professor/2726393,0,0 ratings,Languages,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Jareema Hylton,https://www.ratemyprofessors.com/professor/2726399,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Christopher Merwin,https://www.ratemyprofessors.com/professor/2726401,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Makenzie Fitzgerald,https://www.ratemyprofessors.com/professor/2726402,0,0 ratings,English,Emory University,"0%
would take again",0%,"0
level of difficulty",0
Hsu-Te Cheng,https://www.ratemyprofessors.com/professor/2207406,4.2,6 ratings,Languages,Emory University,"86%
would take again",86%,"3.3
level of difficulty",3.3
Eric Reinders,https://www.ratemyprofessors.com/professor/450825,4,24 ratings,Religion,Emory University,"82%
would take again",82%,"2.1
level of difficulty",2.1
Rachelle Spell,https://www.ratemyprofessors.com/professor/333056,3.3,103 ratings,Biology,Emory University,"55%
would take again",55%,"3.8
level of difficulty",3.8
John Johnston,https://www.ratemyprofessors.com/professor/1085424,2.3,6 ratings,English,Emory University,"34%
would take again",34%,"1.8
level of difficulty",1.8
Robyn Clarke,https://www.ratemyprofessors.com/professor/832707,4.8,31 ratings,Languages,Emory University,"97%
would take again",97%,"3.1
level of difficulty",3.1
Maryn McKenna,https://www.ratemyprofessors.com/professor/2760786,0,0 ratings,Health Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Aaron Mayer,https://www.ratemyprofessors.com/professor/2569528,1,1 ratings,Theater,Emory University,"0%
would take again",0%,"4
level of difficulty",4
Kristian Blaich,https://www.ratemyprofessors.com/professor/208113,4.9,12 ratings,History,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7
Sue Mialon,https://www.ratemyprofessors.com/professor/1170914,3.7,24 ratings,Economics,Emory University,"86%
would take again",86%,"3.9
level of difficulty",3.9
Xingjian Li,https://www.ratemyprofessors.com/professor/2726416,1,1 ratings,Mathematics,Emory University,"0%
would take again",0%,"5
level of difficulty",5
Steve La Fleur,https://www.ratemyprofessors.com/professor/1962526,2.5,27 ratings,Computer Science,Emory University,"46%
would take again",46%,"3.7
level of difficulty",3.7
Nikolay Koposov,https://www.ratemyprofessors.com/professor/2728659,0,0 ratings,Russian Studies,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Christoph Breunig,https://www.ratemyprofessors.com/professor/2474457,1.9,15 ratings,Economics,Emory University,"30%
would take again",30%,"4.1
level of difficulty",4.1
Allison Kays,https://www.ratemyprofessors.com/professor/2446574,3.5,31 ratings,Accounting,Emory University,"73%
would take again",73%,"4
level of difficulty",4
Devaka Premawardhana,https://www.ratemyprofessors.com/professor/2659642,4.8,5 ratings,Religion,Emory University,"100%
would take again",100%,"1.4
level of difficulty",1.4
Rohit Chakraborty,https://www.ratemyprofessors.com/professor/2726400,4,3 ratings,English,Emory University,"67%
would take again",67%,"3
level of difficulty",3
Robert Liu,https://www.ratemyprofessors.com/professor/810919,2.8,16 ratings,Biology,Emory University,"50%
would take again",50%,"3.9
level of difficulty",3.9
Keith Robinson,https://www.ratemyprofessors.com/professor/2646556,4,3 ratings,Economics,Emory University,"75%
would take again",75%,"3.7
level of difficulty",3.7
Gabriel Houck,https://www.ratemyprofessors.com/professor/2730589,0,0 ratings,Writing,Emory University,"100%
would take again",100%,"0
level of difficulty",0
David Davis,https://www.ratemyprofessors.com/professor/1054114,3,33 ratings,Political Science,Emory University,"60%
would take again",60%,"3
level of difficulty",3
Michael Peletz,https://www.ratemyprofessors.com/professor/2244158,3.9,10 ratings,Anthropology,Emory University,"84%
would take again",84%,"3.7
level of difficulty",3.7
Katherine Taylor,https://www.ratemyprofessors.com/professor/2566210,5,2 ratings,Art History,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5
Christina DePasquale,https://www.ratemyprofessors.com/professor/2144077,4.9,3 ratings,Economics,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Myra Woodworth-Hobbs,https://www.ratemyprofessors.com/professor/2212570,3.4,5 ratings,Health Science,Emory University,"72%
would take again",72%,"4
level of difficulty",4
Judd Owen,https://www.ratemyprofessors.com/professor/1772103,3.4,20 ratings,Political Science,Emory University,"56%
would take again",56%,"3.7
level of difficulty",3.7
Cynthia Guo,https://www.ratemyprofessors.com/professor/2597582,5,2 ratings,Psychology,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Didem Uca,https://www.ratemyprofessors.com/professor/2730036,5,2 ratings,Languages,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5
Connie Roth,https://www.ratemyprofessors.com/professor/1290835,3.9,9 ratings,Physics,Emory University,"75%
would take again",75%,"2.6
level of difficulty",2.6
Jose' Soria,https://www.ratemyprofessors.com/professor/376520,4.3,56 ratings,Chemistry,Emory University,"94%
would take again",94%,"3.9
level of difficulty",3.9
Christopher Merwin,https://www.ratemyprofessors.com/professor/2203016,5,9 ratings,Philosophy,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3
January LaVoy,https://www.ratemyprofessors.com/professor/2697014,5,2 ratings,Theater,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5
Kevin McAlister,https://www.ratemyprofessors.com/professor/2638914,4.5,6 ratings,Quantitative Theory & Methods,Emory University,"96%
would take again",96%,"2.7
level of difficulty",2.7
Xochitl Marsilli-Vargas,https://www.ratemyprofessors.com/professor/2329648,5,2 ratings,Spanish,Emory University,"100%
would take again",100%,"4
level of difficulty",4
David Lynn,https://www.ratemyprofessors.com/professor/154168,3.3,8 ratings,Chemistry,Emory University,"73%
would take again",73%,"3.5
level of difficulty",3.5
Brooke Ullery,https://www.ratemyprofessors.com/professor/2736968,5,2 ratings,Mathematics,Emory University,"100%
would take again",100%,"2
level of difficulty",2
John Heemstra,https://www.ratemyprofessors.com/professor/2293947,4.5,56 ratings,Chemistry,Emory University,"94%
would take again",94%,"3.8
level of difficulty",3.8
Ana Vieyra-Ramirez,https://www.ratemyprofessors.com/professor/2737192,5,3 ratings,Philosophy,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Zitong Pei,https://www.ratemyprofessors.com/professor/2670790,3,5 ratings,Mathematics,Emory University,"60%
would take again",60%,"2.2
level of difficulty",2.2
Travis Sanchez,https://www.ratemyprofessors.com/professor/1849158,1,2 ratings,Medicine,Emory University,"0%
would take again",0%,"5
level of difficulty",5
Lauren Christiansen,https://www.ratemyprofessors.com/professor/2248165,4.3,9 ratings,Health Science,Emory University,"91%
would take again",91%,"3.2
level of difficulty",3.2
Jin Kim,https://www.ratemyprofessors.com/professor/2566473,4,9 ratings,Quantitative Theory & Methods,Emory University,"87%
would take again",87%,"3.2
level of difficulty",3.2
Lisa DuPree,https://www.ratemyprofessors.com/professor/2431752,3.8,4 ratings,Health Science,Emory University,"80%
would take again",80%,"1.8
level of difficulty",1.8
Katie Schank,https://www.ratemyprofessors.com/professor/2599219,3.2,10 ratings,Writing,Emory University,"59%
would take again",59%,"3.1
level of difficulty",3.1
Mizuki Mazzotta,https://www.ratemyprofessors.com/professor/2616559,5,11 ratings,Languages,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5
John Lysaker,https://www.ratemyprofessors.com/professor/1801228,4.7,12 ratings,Philosophy,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5
Joseph Fritsch,https://www.ratemyprofessors.com/professor/2493861,4.7,10 ratings,English,Emory University,"93%
would take again",93%,"2
level of difficulty",2
Sara Botto,https://www.ratemyprofessors.com/professor/2641809,4.8,21 ratings,Psychology,Emory University,"93%
would take again",93%,"2.2
level of difficulty",2.2
Ho Jin Kim,https://www.ratemyprofessors.com/professor/2067207,3.8,61 ratings,Mathematics,Emory University,"81%
would take again",81%,"3.6
level of difficulty",3.6
Michal Arbilly,https://www.ratemyprofessors.com/professor/2094593,3.8,15 ratings,Biology,Emory University,"90%
would take again",90%,"2.6
level of difficulty",2.6
Bumyong Choi,https://www.ratemyprofessors.com/professor/2474902,4.7,6 ratings,Languages,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3
Elizabeth Wilson,https://www.ratemyprofessors.com/professor/1872167,4.4,13 ratings,Women's Studies,Emory University,"87%
would take again",87%,"2.9
level of difficulty",2.9
Jose Boigues,https://www.ratemyprofessors.com/professor/1619015,4.4,14 ratings,Spanish,Emory University,"85%
would take again",85%,"2.8
level of difficulty",2.8
Martin Van der Linden,https://www.ratemyprofessors.com/professor/2744581,5,2 ratings,Quantitative Theory & Methods,Emory University,"100%
would take again",100%,"1.5
level of difficulty",1.5
Evan Saltzman,https://www.ratemyprofessors.com/professor/2411459,4.2,21 ratings,Economics,Emory University,"89%
would take again",89%,"3.5
level of difficulty",3.5
Jane Hershman,https://www.ratemyprofessors.com/professor/2373017,5,4 ratings,Business,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Michelle Andrews,https://www.ratemyprofessors.com/professor/2127044,3.2,21 ratings,Marketing,Emory University,"50%
would take again",50%,"3.2
level of difficulty",3.2
Lynne Huffer,https://www.ratemyprofessors.com/professor/1893449,4.9,11 ratings,Women's Studies,Emory University,"100%
would take again",100%,"3.2
level of difficulty",3.2
Steve Ahn,https://www.ratemyprofessors.com/professor/1147884,4,39 ratings,Finance,Emory University,"89%
would take again",89%,"4.4
level of difficulty",4.4
Zachary Ludington,https://www.ratemyprofessors.com/professor/2190311,4.7,3 ratings,Spanish,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7
Melissa Yang,https://www.ratemyprofessors.com/professor/2514257,3.4,8 ratings,English,Emory University,"56%
would take again",56%,"3.6
level of difficulty",3.6
Karen Ton,https://www.ratemyprofessors.com/professor/2340261,4.7,30 ratings,Accounting,Emory University,"100%
would take again",100%,"3.8
level of difficulty",3.8
Avani Wildani,https://www.ratemyprofessors.com/professor/2085256,2.6,13 ratings,Computer Science,Emory University,"37%
would take again",37%,"4
level of difficulty",4
Umberto Mignozzetti,https://www.ratemyprofessors.com/professor/2703463,3.7,3 ratings,Quantitative Theory & Methods,Emory University,"86%
would take again",86%,"3
level of difficulty",3
Idit Ben-Simon,https://www.ratemyprofessors.com/professor/2590259,4.7,6 ratings,Languages,Emory University,"100%
would take again",100%,"2.2
level of difficulty",2.2
Sara McClintock,https://www.ratemyprofessors.com/professor/2253024,4.7,3 ratings,Religion,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7
Andra Gillespie,https://www.ratemyprofessors.com/professor/1137420,3,43 ratings,Political Science,Emory University,"41%
would take again",41%,"3.8
level of difficulty",3.8
Irving Martinez,https://www.ratemyprofessors.com/professor/2726415,0,0 ratings,Mathematics,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Matthew Payne,https://www.ratemyprofessors.com/professor/241804,4.3,38 ratings,History,Emory University,"97%
would take again",97%,"3.7
level of difficulty",3.7
Sara Saba,https://www.ratemyprofessors.com/professor/2277145,5,4 ratings,Philosophy,Emory University,"100%
would take again",100%,"1.5
level of difficulty",1.5
Daphne Schechter,https://www.ratemyprofessors.com/professor/2560845,4.6,12 ratings,Business,Emory University,"100%
would take again",100%,"2.6
level of difficulty",2.6
Sarah Wolber,https://www.ratemyprofessors.com/professor/2725686,2.5,2 ratings,Health Science,Emory University,"0%
would take again",0%,"2.5
level of difficulty",2.5
Benjamin Reiss,https://www.ratemyprofessors.com/professor/1843573,4.5,12 ratings,English,Emory University,"100%
would take again",100%,"3.1
level of difficulty",3.1
Hashem Dezhbakhsh,https://www.ratemyprofessors.com/professor/526448,4.3,60 ratings,Economics,Emory University,"85%
would take again",85%,"2.5
level of difficulty",2.5
Andrew Kazama,https://www.ratemyprofessors.com/professor/1976448,4.7,327 ratings,Psychology,Emory University,"97%
would take again",97%,"3.4
level of difficulty",3.4
Begona Claveria,https://www.ratemyprofessors.com/professor/2745447,4.7,7 ratings,Spanish,Emory University,"93%
would take again",93%,"2.3
level of difficulty",2.3
Alisha Bhimani,https://www.ratemyprofessors.com/professor/2679800,4.3,6 ratings,Nursing,Emory University,"84%
would take again",84%,"2.3
level of difficulty",2.3
Michael Carr,https://www.ratemyprofessors.com/professor/2246430,2.9,27 ratings,Mathematics,Emory University,"59%
would take again",59%,"4.4
level of difficulty",4.4
Davide Fossati,https://www.ratemyprofessors.com/professor/2119443,3.6,49 ratings,Computer Science,Emory University,"69%
would take again",69%,"4.3
level of difficulty",4.3
Zachary Peskowitz,https://www.ratemyprofessors.com/professor/2136666,4.8,2 ratings,Political Science,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5
Ariel Lawrence,https://www.ratemyprofessors.com/professor/2726406,4,1 ratings,English,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Tom Smith,https://www.ratemyprofessors.com/professor/1334002,3.9,50 ratings,Business,Emory University,"88%
would take again",88%,"3
level of difficulty",3
Juan David Chacon,https://www.ratemyprofessors.com/professor/2744380,0,0 ratings,Spanish,Emory University,"34%
would take again",34%,"0
level of difficulty",0
Daniel Coppeto,https://www.ratemyprofessors.com/professor/2700500,5,6 ratings,Anthropology,Emory University,"100%
would take again",100%,"2.2
level of difficulty",2.2
Jason McLarty,https://www.ratemyprofessors.com/professor/2574238,4.4,9 ratings,Languages,Emory University,"92%
would take again",92%,"2.6
level of difficulty",2.6
Hubert Tworzecki,https://www.ratemyprofessors.com/professor/264174,4.1,36 ratings,Political Science,Emory University,"91%
would take again",91%,"2.3
level of difficulty",2.3
Owen Alldritt,https://www.ratemyprofessors.com/professor/2358300,4.5,12 ratings,Philosophy,Emory University,"90%
would take again",90%,"2.7
level of difficulty",2.7
Sean Dolan,https://www.ratemyprofessors.com/professor/2531556,4.8,4 ratings,English,Emory University,"100%
would take again",100%,"1.8
level of difficulty",1.8
Eric Reinhardt,https://www.ratemyprofessors.com/professor/1174511,3.4,41 ratings,Political Science,Emory University,"66%
would take again",66%,"3.2
level of difficulty",3.2
Elva Gonzalez-Hernandez,https://www.ratemyprofessors.com/professor/1247453,4.6,19 ratings,Spanish,Emory University,"93%
would take again",93%,"2.6
level of difficulty",2.6
Jeffrey Yelton,https://www.ratemyprofessors.com/professor/2514255,2.3,28 ratings,Mathematics,Emory University,"45%
would take again",45%,"4
level of difficulty",4
Emily Banks,https://www.ratemyprofessors.com/professor/2292536,4.4,5 ratings,English,Emory University,"100%
would take again",100%,"2.6
level of difficulty",2.6
Timothy Albrecht,https://www.ratemyprofessors.com/professor/7920,4.6,29 ratings,Music,Emory University,"100%
would take again",100%,"2.4
level of difficulty",2.4
Emily Master,https://www.ratemyprofessors.com/professor/2348460,5,3 ratings,Classics,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3
Roxani Margariti,https://www.ratemyprofessors.com/professor/2184335,4.2,17 ratings,History,Emory University,"79%
would take again",79%,"3.2
level of difficulty",3.2
Yun Kim,https://www.ratemyprofessors.com/professor/2192481,3.5,13 ratings,Languages,Emory University,"58%
would take again",58%,"3.2
level of difficulty",3.2
Beretta Smith-Shomade,https://www.ratemyprofessors.com/professor/2631813,3.6,3 ratings,Film,Emory University,"75%
would take again",75%,"4
level of difficulty",4
Frank Pajares,https://www.ratemyprofessors.com/professor/462150,3.9,15 ratings,Education,Emory University,"N/A
would take again",N/A,"3.5
level of difficulty",3.5
Francis Ittenbach,https://www.ratemyprofessors.com/professor/2726405,4,1 ratings,English,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Kristen Frenzel,https://www.ratemyprofessors.com/professor/1006341,4.4,15 ratings,Biology,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3
Timothy Holland,https://www.ratemyprofessors.com/professor/2344300,3.3,9 ratings,Film,Emory University,"55%
would take again",55%,"3.6
level of difficulty",3.6
Daniel Reynolds ,https://www.ratemyprofessors.com/professor/1962586,4.8,12 ratings,Film,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3
Noelle Giguere,https://www.ratemyprofessors.com/professor/2143811,5,7 ratings,French,Emory University,"100%
would take again",100%,"2.6
level of difficulty",2.6
Daniel Bosch,https://www.ratemyprofessors.com/professor/2094984,3.9,35 ratings,English,Emory University,"67%
would take again",67%,"4.2
level of difficulty",4.2
Vojtech Rodl,https://www.ratemyprofessors.com/professor/1015843,4.1,24 ratings,Mathematics,Emory University,"86%
would take again",86%,"2.8
level of difficulty",2.8
