,Class Number,Class title
1848,NRSG 611D,Neonatal Nurse Practitioner Clinical Practicum III
1849,NRSG 615,Advanced Human Lactation and Breastfeeding
1850,NRSG 616MN,Foundations Healthcare Quality and Safety
1851,NRSG 617MN,Data Utilization for Nursing Practice
1852,NRSG 618D,Pediatric Acute Care Nurse Practitioner Clinical Practicum III
1853,NRSG 621D,Pediatric Primary Care Nurse Practitioner Clinical Practicum III
1854,NRSG 627D,Women's Health Nurse Practitioner Clinical Practicum III
1855,NRSG 647MN,Nursing in Complex Care Situations
1856,NRSG 648MN,Transition to Nursing Practice
1857,NRSG 669G,Adult Gerontological Acute Care Nurse Practitioner II
1858,NRSG 670G,Adult Gerontological Acute Care Nurse Practitioner III
1859,NRSG 674G,Adult Gerontological Primary Care Nurse Practitioner III
1860,NRSG 675MN,Population Management and Care Transitions
1861,NRSG 676MN,Care Transitions Practicum
1862,NRSG 679MN,Professional Leadership & Policy Integration for Nursing Practice
1863,NRSG 681MN,Professional Nursing: Issues and Trends
1864,NRSG 689,Nurse Anesthesia Application III
1865,NRSG 700,Evolution Of Nursing Science
1866,NRSG 705,Endogenous and Exogenous Determinants of Human Health
1867,NRSG 710,Health Outcomes Research
1868,NRSG 729,Quantitative Methods and Study Designs for Nursing Research I
1869,NRSG 731,Advanced Approaches to Measurement & Design in Clinical Research
1870,NRSG 736,Quantive Analysis of Clinical Research Data
1871,NRSG 740,Omics in Health and Disease
1872,NRSG 750D,Adult Gerontology Primary Care NP Practicum II
1873,NRSG 755D,Family Nurse Practitioner Practicum II
1874,NRSG 756D,Emergency Nurse Practitioner II
1875,NRSG 760D,Pediatric Acute Care NP Practicum II
1876,NRSG 762D,Pediatric Primary Care NP Practicum II
1877,NRSG 766D,Women's Health/Gender-Related NP Practicum II
1878,NRSG 770D,Adult Gerontology Acute Care NP Practicum II
1879,NRSG 775D,PMHNP Practice I: Foundations of PMH Practice Across the Lifespan
1880,NRSG 780,Chemistry and Physics
1881,NRSG 785,Anesthesia for Surgical Procedures and Special Populations II
1882,NRSG 790,Teaching in the Nursing. Profession
1883,NRSG 795R,Advanced Research
1884,NRSG 797R,Directed Study
1885,NRSG 799R,Dissertation Research
1886,NRSG 850,Advanced Physiology/Pathophysiology Anesthesia II
1887,NS 551,Techniques in Experimental Neuroscience
1888,NS 570R,"Neuroscience: Professional Development, Communication and Ethics"
1889,NS 597R,Laboratory Rotations
1890,NS 699R,Advanced Graduate Research
1891,NS 799R,Dissertation Research
1892,NT 501,Interpretation of The New Testament I
1893,OAM 330,Organization & Management
1894,OAM 331,Strategic Management
1895,OAM 332,Business and Society
1896,OAM 385,Entrepreneurial Practicum
1897,OAM 432,Negotiations
1898,OAM 433,Leading and Managing Change
1899,OAM 436,Entrepreneurship
1900,OAM 439,Business Ethics
1901,OAM 464,Future of Specialty Coffee
1902,OAM 471,Applied Entrepreneurship
1903,OAM 497,Directed Study
1904,OAM 497,Directed Study: Strategy&Org Hlth Care Sector
1905,OAM 499R,Special Topics: Leading with Evidence
1906,OAM 506,Strategy&Org Hlth Care Sector
1907,OAM 510,Leadership Coaching Fellows
1908,OAM 520,Coaching and Team Performance
1909,OAM 530,Leading Organizations & Strategy
1910,OAM 531,Leading People and Organizations
1911,OAM 536,Social Impact Management
1912,OAM 585,Entrepreneurial Practicum
1913,OAM 632,Negotiations
1914,OAM 633,Leading and Managing Change
1915,OAM 634,Strategic Management
1916,OAM 635,Multinational Firms & Strategy
1917,OAM 636,Entrepreneurship
1918,OAM 637,Innovation Strategy
1919,OAM 639,Business Ethics
1920,OAM 661,Applied Entrepreneurship
1921,OCFT 999GAH,Off Campus Enrollment - Full Time
1922,OCFT 999GBUS,Off Campus Enrollment - Full Time
1923,OCFT 999LAW,Off Campus Enrollment - Full Time
1924,LAW,Meets:
1925,OISP 990A,Academic Study Abroad Course
1926,OISP 991A,Academic Study Abroad Course
1927,OISP 992A,Academic Study Abroad Course
1928,OISP 993A,Academic Study Abroad Course
1929,OISP 994A,Academic Study Abroad Course
1930,OISP 995A,Academic Study Abroad Course
1931,OT 500,Interpretation of the Old Testament
1932,OT 659CEE,Contextual Education Elective - Texts of Terror: Strategies for Interpreting Troublesome Texts
1933,OT 665,The Bible and Poverty
1934,P 501,Introduction To Preaching
1935,PAE 7100,Medical Communications
1936,PAE 7102,Introduction to Patient Assessment
1937,PAE 7103,Biomedical Ethics
1938,PAE 7106,Professional Issues II
1939,PAE 7208,Fundamentals of Rheumatology and Orthopedics
1940,PAE 7209,Fundamentals of Neurology
1941,PAE 7300,Fundamentals of Obstetrics and Gynecology
1942,PAE 7301,Fundamentals of Psychiatry
1943,PAE 7304,Fundamentals of Geriatrics
1944,PAE 7305,Fundamentals of Surgery and Emergency Management
1945,PAE 7306,Fundamentals of Pediatrics
1946,PAE 7400,Psychiatry
1947,PAE 7401,General Surgery
1948,PAE 7402,Emergency Medicine
1949,PAE 7403,Obstetrics/Gynecology
1950,PAE 7405,Pediatrics
1951,PAE 7406,Internal Medicine
1952,PAE 7407,Family Medicine
1953,PAE 7410,Primary Care Directive
1954,PAE 7500,Elective I
1955,PAE 7501,Elective II
1956,PAE 7502,Elective III
1957,PAE 7507,Learning Society III
1958,PAE 7802,Senior Thesis II
1959,PAE 7803,Senior Thesis III
1960,PAE 8000,Core Courses
1961,PAE 8100,Independent Study
1962,PC 501,Introduction To Pastoral Care
1963,PC 610,Crisis Ministry
1964,PC 612,Spirituality and Health
1965,PC 635,"Trauma, Theology, and Pastoral Care"
1966,PE 110,PPF/Cardio Conditioning
1967,PE 112,PPF/Swimming
1968,PE 114,PPF/Jogging
1969,PE 116,PPF/Indoor Cycling
1970,PE 125,Play Emory
1971,PE 130,PPF/Aerobic Resistance Training
1972,PE 160,Martial Arts - General
1973,PE 164,Tai Chi Chuan
1974,PE 167,Beginning Yoga
1975,PE 173,Beginning Tennis
1976,PE 189,"Integrating Mind, Body, Spirit"
1977,PE 191,Social Dance
1978,PE 192,Beginning Fencing
1979,PE 194,Stress Management & Embodiment
1980,PE 198,Weights - All Levels
1981,PE 199,Beginning Golf
1982,PE 212,Conditioning/Swimming
1983,PE 285,Special Topics in PE: Fitness Walking
1984,PE 399R,Adaptive Physical Education
1985,PE 401R,PPF: Varsity Cross Country (Men/Women)
1986,PE 403R,PPF: Varsity Soccer (Men)
1987,PE 404R,PPF: Varsity Women's Soccer
1988,PE 410R,PPF: Varsity Volleyball (Women)
1989,PERS 101,Elementary Persian I
1990,PERS 201,Intermediate Persian I
1991,PERS 797R,Supervised Reading in Persian
1992,PHIL 100,Basic Problems in Philosophy
1993,PHIL 110,Introduction to Logic
1994,PHIL 111,Existentialism & European Philosophy
1995,PHIL 115,Introduction to Ethics
1996,PHIL 116,Intro to Bioethics
1997,PHIL 117,Nature/Envrnmnt/Sustainability
1998,PHIL 120,Political Philosophy
1999,PHIL 124,Philosophy of Race & Ethnicity
2000,PHIL 127,"Belief, Knowledge & Truth"
2001,PHIL 128,Metaphysics
2002,PHIL 130,Intro Philosophy & Literature
2003,PHIL 185,Special Topics: Western Philosophical Trad.
2004,PHIL 190,Fresh Sem: Philosophy
2005,PHIL 200W,Ancient Greek & Medieval Phil
2006,PHIL 202W,Renaissance & Modern Philosophy
2007,PHIL 204W,19th & 20th Century Philosophy
2008,PHIL 220W,History of Political Philosophy
2009,PHIL 300,Metaphysics and Epistemology
2010,PHIL 321,Philosophy of Law
2011,PHIL 385,Special Topics in Philosophy
2012,PHIL 385,Special Topics in Philosophy: Critical Black Thought
2013,PHIL 385,Special Topics in Philosophy: Afro- Pessissim
2014,PHIL 385,"Special Topics in Philosophy: Mass Incarceration, Policing"
2015,PHIL 385,Special Topics in Philosophy: Walter Benjamin:Cul Prod & Rev
2016,PHIL 385W,Special Topics in Philosophy: On Property
2017,PHIL 385W,Special Topics in Philosophy: Intro to Postcolonial Theory
2018,PHIL 400W,Topics Ancient Greek Philosophy
2019,PHIL 405W,Topics 20th Century Philosophy
2020,PHIL 405W,Topics 20th Century Philosophy: Heidegger's Being and Time
2021,PHIL 411,Phenomenology
2022,PHIL 420W,Social & Political Philosophy
2023,PHIL 488W,Capstone Seminar
2024,PHIL 495A,Honors (Directed Reading)
2025,PHIL 497R,Directed Reading
2026,PHIL 501R,Topics in Ancient Philosophy
2027,PHIL 525,Topics in Modern Philosophy: Kant'sMetaphysics&Epistemology
2028,PHIL 571R,Political Philosphy Seminar
2029,PHIL 599R,Thesis Research
2030,PHIL 700,"Research Methods, Teaching, Philosophy & Professional Development"
2031,PHIL 777,Philosophy And Pedagogy
2032,PHIL 789,Topics In Philosophy: Foucault
2033,PHIL 789,Topics In Philosophy
2034,PHIL 789,"Topics In Philosophy: Power,Ident.,Logics Legibility"
2035,PHIL 789,Topics In Philosophy
2036,PHIL 789,Topics In Philosophy: Benjamin驴s Arcades Project
2037,PHIL 797R,Directed Study
2038,PHIL 799R,Advanced Research
2039,PHYS 115,Intro Astronomy
2040,PHYS 116,Intro Astronomy W/Lab
2041,PHYS 141,Intro Physics I W/Lab
2042,PHYS 151,Physics for Scientists and Engineers I W/Lab
2043,PHYS 190,Fresh Sem: Physics: From Energy to Info. & Life
2044,PHYS 190,Fresh Sem: Physics: Collective BehaviorLiving Sys.
2045,PHYS 220,Introduction to Mathematical Methods for Scientists and Engineers
2046,PHYS 234,Digit Electr/Microprocessor W/Lab
2047,PHYS 253,Modern Physics With Laboratory
2048,PHYS 361,Classical Mechanics
2049,PHYS 380,Special Topics in Physics: General Relativity
2050,PHYS 380,Special Topics in Physics: 50 Years Theoretical Biophysic
2051,PHYS 397R,Directed Study
2052,PHYS 421,Thermodynamics and Statistical Physics
2053,PHYS 444W,Advanced Undergraduate Laboratory
2054,PHYS 495R,Honors Research
2055,PHYS 499R,Undergraduate Research
2056,PHYS 501,Quantum Mechanics
2057,PHYS 502,Mathematical Methods I
2058,PHYS 528,Continuum Mechanics
2059,PHYS 544,Advanced Laboratory
2060,PHYS 556,Single Molecule Biophysics
2061,PHYS 590A,Seminar Teaching College Physics
2062,PHYS 590B,Seminar Teaching College Physics II
2063,PHYS 597R,Directed Study
2064,PHYS 598,Research Summary
2065,PHYS 599R,Research (Pre-Candidacy)
2066,PHYS 799R,Advanced Research (Post- Candidacy)
2067,POLS 100,National Politics/United States
2068,POLS 110,Introduction to International Politics
2069,POLS 111,Principles of Political Science
2070,POLS 150,Foundations of American Democracy
2071,POLS 190,Fresh Sem: Poli Sci: E. European Politics thru Film
2072,POLS 190,Fresh Sem: Poli Sci: Modeling Politics
2073,POLS 190,Fresh Sem: Poli Sci: The Pacific War
2074,POLS 190,Fresh Sem: Poli Sci: Comparative Political Inquiry
2075,POLS 190,Fresh Sem: Poli Sci: Atlanta Politics and Pol. Life
2076,POLS 201,Classical Political Thought
2077,POLS 202,Modern Political Thought
2078,POLS 208,Research Design and Methods
2079,POLS 227,Environmental Policy
2080,POLS 285,Spec Topics: Political Science: US-Isreal Relations
2081,POLS 300,Social Choice and Elections
2082,POLS 310W,Research: Statistical Modeling
2083,POLS 320,Political Violence
2084,POLS 321,Comparative Political Economy
2085,POLS 340,Race and Extralegal Violence
2086,POLS 346,African American Politics
2087,POLS 347,Latino Politics in the U.S.
2088,POLS 352,Constitutional Law
2089,POLS 353,Civil Liberties
2090,POLS 360,Public Policy
2091,POLS 368,Urban Public Policy
2092,POLS 370A,Community Building and Social Change I - Principles and Perspectives
2093,POLS 385,Special Topics: Political Science: Islam and Politics
2094,POLS 385,Special Topics: Political Science: Contentious Politics
2095,POLS 385,"Special Topics: Political Science: Technology,Society,Governance"
2096,POLS 385,Special Topics: Political Science: Algorithms in Social Science
2097,POLS 387R,Directed Research (CLSS)
2098,POLS 394,Research Topics in Political Science: Education as Social Policy
2099,POLS 394,Research Topics in Political Science: Authoritarian Politics
2100,POLS 394,Research Topics in Political Science: Contemp. Chinese Politics
2101,POLS 394,Research Topics in Political Science: Imagining Democracy
2102,POLS 396R,Basic Internship in Politics
2103,POLS 399R,Directed Research in Political Science
2104,POLS 486,Washington Semester
2105,POLS 494,Research Topics Seminar in Political Science: Civilians in Conflict
2106,POLS 494,Research Topics Seminar in Political Science: Evidence-Based Policymaking
2107,POLS 494W,Research Topics Seminar in Political Sciences: Elections in Developing World
2108,POLS 494W,"Research Topics Seminar in Political Sciences: Gender, Race, & Pol. Rep."
2109,POLS 495W,Research: Honors Tutorial
2110,POLS 496R,Internshp in Political Science
2111,POLS 497R,Directed Study
2112,POLS 507,Research Design & Data Collection
2113,POLS 508,Mathematical Tools for Politicial Scientists
2114,POLS 514,Advanced Game Theory
2115,POLS 520,Comparative Government & Politics
2116,POLS 570,Empirical Methods 2
2117,POLS 585,Variable Topics Seminar: Interdisc.Human Rights Perspec
2118,POLS 585,Variable Topics Seminar: Political Econ. of Development
2119,POLS 585,Variable Topics Seminar: Algorithms in Social Science
2120,POLS 585,Variable Topics Seminar: Civilians in Conflict
2121,POLS 599R,Thesis Research
2122,POLS 795,Teaching Political Science
2123,POLS 797R,Directed Study
2124,POLS 799R,Advanced Research
2125,PORT 101,Elementary Portuguese I
2126,PORT 110,Portuguese for Spanish Speakers
2127,PORT 190,Freshman Seminar
2128,PORT 201,Intermediate Portuguese I
2129,PORT 202,Intermediate Portuguese II
2130,PORT 285,Inter.Topics Luso-Afro-Braz.St: Media in the Lusophone World
2131,PORT 385,Topics: Luso-Afro-Braz Studies: Racism in the Asian Diaspora
2132,PORT 385W,Topics: Luso-Afro-Braz Studies: Brazilian Life Narratives
2133,PORT 495A,Honors Thesis
2134,PRS 500D,Strategies and Resources for Online Learning
2135,PRS 505D,Integrated Communication Strategies
2136,PRS 538D,Community Needs Assessment
2137,PRS 540D,Conduct of Evaluation Research
2138,PRS 595R,Applied Practice Experience
2139,PRS 597D,Directed Study
2140,PRS 599R,Thesis
2141,PSYC 110,Intro Psyc I:Psychobio & Cognition
2142,PSYC 111,Intro To Psyc II
2143,PSYC 180,Research in College Drug Use
2144,PSYC 190,Fresh Sem: Psychology: Explrng Mind/Brain Thru Case S
2145,PSYC 190,Fresh Sem: Psychology: World of Sound Everyday Life
2146,PSYC 190,Fresh Sem: Psychology: States of Consciousness
2147,PSYC 200W,Lab In Experimental Methods
2148,PSYC 205,Child Development
2149,PSYC 207,Brain & Behavior
2150,PSYC 209,Perception and Action
2151,PSYC 210,Adult Psychopathology
2152,PSYC 211,Childhood Psychopathology
2153,PSYC 212,Social Psychology
2154,PSYC 215,Cognition
2155,PSYC 302,Human Learning & Memory
2156,PSYC 309,Brain and Language
2157,PSYC 310,Cognitive Development
2158,PSYC 317,Psycholinguistics
2159,PSYC 320,Animal Behavior
2160,PSYC 324,"Sleep & Dreaming, Brain & Mind"
2161,PSYC 325,Primate Social Psychology
2162,PSYC 353,Behavioral Neuroscience
2163,PSYC 381,Neuroeconomics:Decision-Making
2164,PSYC 385,Special Topics in Psychology: Psychology of Prejudice
2165,PSYC 385,Special Topics in Psychology: Inclusion in Groups
2166,PSYC 385,Special Topics in Psychology: Mental Health Disparities
2167,PSYC 385,Special Topics in Psychology: Social Development
2168,PSYC 430,Advanced Statistics and Research Methods
2169,PSYC 474R,Sem: Developmental Psychology
2170,PSYC 495A,Honors Program
2171,PSYC 498R,Directed Reading
2172,PSYC 499R,Directed Research
2173,PSYC 541,Personality And Psychopathology
2174,PSYC 542,Research Methods in Clinical Psychology
2175,PSYC 544,Developmental Theory & Methods
2176,PSYC 548,Assessment I(Psychometrics)
2177,PSYC 562,Statistics I Design & Analysis
2178,PSYC 597R,Directed Study
2179,PSYC 599R,Master Thesis Research
2180,PSYC 750L,"Assessment Practicum I: Assessment I, Part I (Lab)"
2181,PSYC 750R,Clinical Supervision: Assessment Practicum
2182,PSYC 750R,Clinical Supervision: Therapy Practicum
2183,PSYC 750R,Clinical Supervision: Child/Family/School
2184,PSYC 750R,Clinical Supervision: Assessment Practicum
2185,PSYC 750R,Clinical Supervision: Therapy Practicum
2186,PSYC 750R,Clinical Supervision: Community Practicum
2187,PSYC 770R,Topic Seminars: Psych: History of Modern Psychology
2188,PSYC 770R,Topic Seminars: Psych: Prof.Psych Issues Consultation
2189,PSYC 770R,Topic Seminars: Psych: Statistical Graphics
2190,PSYC 777R,Research Seminar A
2191,PSYC 778R,Research Seminar B
2192,PSYC 797R,Directed Research
2193,PSYC 799R,Doctoral Dissertation Research
2194,PT 698,Special Topics in Practical Theology
2195,PUBH 501,Inter-Professional Team Training
2196,QTM 100,Intro to Stat Inference
2197,QTM 110,Introduction to Scientific Methods
2198,QTM 150,Introduction to Statistical Computing I
2199,QTM 151,Introduction to Statistical Computing II
2200,QTM 185,Applied Topics in QTM: Data Science for Social Good
2201,QTM 190,First-Year Seminar in QTM: Data Science for Beginners
2202,QTM 210,Probability and Statistics
2203,QTM 220,Regression Analysis
2204,QTM 302W,Technical Writing
2205,QTM 325,Evolutionary Game Theory
2206,QTM 345,Causal Designs and Inference I
2207,QTM 347,Machine Learning I
2208,QTM 350,Data Science Computing
2209,QTM 365,Parametric Statistics
2210,QTM 385,Special Topics: QTM: Social Network Analysis
2211,QTM 385,Special Topics: QTM: Data Analytics
2212,QTM 385,Special Topics: QTM: Quantitative Finance
2213,QTM 385,Special Topics: QTM: Social Choice & Elections
2214,QTM 385,Special Topics: QTM: Algorithms in Social Science
2215,QTM 446W,Big/Small Data and Visualization
2216,QTM 490RW,Advanced Seminar: Natural Language Processing
2217,QTM 495A,Honors Research
2218,QTM 495BW,Honors Research
2219,QTM 510,Reasoning I
2220,QTM 520,Applied I
2221,QTM 530,Computing I
2222,QTM 540,Communication
2223,RE 508,Religious Education Certificate Professional Development
2224,RE 630,Learning and Empathy
2225,REES 375,Special Topics: The Soviet Union
2226,REES 423W,Islam in Russia
2227,REL 100R,Introduction to Religion: The Powers of Pilgrimage
2228,REL 100R,Introduction to Religion: Religion in the News
2229,REL 121,Introduction to Jewish Studies
2230,REL 170,Special Topics in Religion
2231,REL 190,Fresh Sem: Religion: Arts of Attention
2232,REL 190,Fresh Sem: Religion: Religion and Destruction
2233,REL 209,History of Religions In America
2234,REL 210R,Classic Religious Texts: The Upanishads
2235,REL 225,Introduction to Judaism
2236,REL 244W,The Qur'an
2237,REL 270,"Special Topics in Religion: Nature, Sacred"
2238,REL 270,Special Topics in Religion: Jainism:Religion ofNonviolence
2239,REL 270,Special Topics in Religion: African Religions
2240,REL 270,Special Topics in Religion: Gender/Sexuality/Holocaust
2241,REL 270,Special Topics in Religion: Entertaining Religion
2242,REL 270,Special Topics in Religion: Children and the Holocaust
2243,REL 270,Special Topics in Religion: Jewish Women in Modern World
2244,REL 270,Special Topics in Religion: Anthropology of the Jews
2245,REL 300,Interpreting Religion
2246,REL 307,East Asian Buddhism
2247,REL 313,Modern Catholicism
2248,REL 325,Black Love
2249,REL 330,Tibetan Culture
2250,REL 354R,Ethics: Secular Ethics: Dalai Lama's
2251,REL 354RW,Ethics: Human Goodness
2252,REL 358R,Religion and Healing: Buddhist Meditation
2253,REL 370,Special Topics in Religion: The Bible and Asian America
2254,REL 370,Special Topics in Religion: Law & Religion:Islamic Finance
2255,REL 370,Special Topics in Religion: Law and Religion:Comp.Perspec.
2256,REL 370,"Special Topics in Religion: Law & Religion: Theory, Method"
2257,REL 370,Special Topics in Religion: Law &Religion:Ethics &Politics
2258,REL 370,Special Topics in Religion: Law and Religion: Canon Law
2259,REL 370,Special Topics in Religion: Law and Religion in Practice
2260,REL 387W,Literature & Religion
2261,REL 495R,Directed Reading (Honors)
2262,RES 999GAH,Graduate Residence Full-Time
2263,RES 999GBUS,Graduate Residence Full-Time
2264,RES 999GMB,Graduate Residence Full-Time
2265,RES 999GNUR,Graduate Residence Full-Time
2266,RES 999LAW,Graduate Residence Full-Time
2267,RES 999MED,Graduate Residence Full-Time
2268,RES 999NHS,Graduate Residence Full-Time
2269,RES 999NRSG,Graduate Residence Full-Time
2270,RES 999PSYC,Graduate Residence Full-Time
2271,RES 999PUBH,Graduate Residence Full-Time
2272,RES 999PUBH,Graduate Residence Full-Time: Graduate Field Experience
2273,RES 999PUBH,Graduate Residence Full-Time
2274,RES 999UAH,Undergrad Residence Full-Time
2275,RES 999UBUS,Undergrad Residence Full-Time: Off Campus FT Domestic Enr
2276,RES 999UBUS,Undergrad Residence Full-Time
2277,RES 999UBUS,Undergrad Residence Full-Time: Off Campus FT Domestic Enr
2278,RES 999UCOL,Undergrad Residence Full-Time
2279,RES 999UCOL,Undergrad Residence Full-Time: Off Campus FT Domestic Enr
2280,RES 999UNUR,Undergrad Residence Full-Time
2281,RLAR 599R,Thesis Research
2282,RLAR 799R,Dissertation Research
2283,RLE 599R,Thesis Research
2284,RLE 780,Moral Agency Under Constraint
2285,RLE 799R,Dissertation Research
2286,RLHB 599R,Thesis Research
2287,RLHB 799R,Dissertation Research
2288,RLHT 599R,Thesis Research
2289,RLHT 712R,Theology Of Augustine
2290,RLHT 799R,Dissertation Research
2291,RLNT 599R,Thesis Research
2292,RLNT 740,Literature of the Second Temple Period
2293,RLNT 799R,Dissertation Research
2294,RLPC 599R,Research
2295,RLPC 799R,Dissertation Research
2296,RLR 700,Topics in Religion: Oneness of Being
2297,RLR 700,Topics in Religion: Islamic Civilizations Studies
2298,RLR 700,Topics in Religion: Popular & Public in LatAm Hist
2299,RLR 700,Topics in Religion: Towards Vatican II: New Theo.
2300,RLR 700,Topics in Religion: WorldChristianityMethodologies
2301,RLR 700,Topics in Religion: Religion & Ecology
2302,RLR 700,Topics in Religion: Asian American Religious Hist.
2303,RLR 700,Topics in Religion: Studying Religious Practices
2304,RLR 700,Topics in Religion: Africana Religious Studies
2305,RLTS 599R,Thesis Research
2306,RLTS 799R,Dissertation Research
2307,RP 648,Readings: Psychology of Religion
2308,RUSS 101,Elementary Russian I
2309,RUSS 201,Interm Russ Conversation/Reading
2310,RUSS 271W,Imperial Russian Culture
2311,RUSS 311,Topics: Russian Fiction and Nonfiction
2312,SIRE 299R,SIRE Research Partner Program
2313,SOC 101,Intro to General Sociology
2314,SOC 190,Fresh Sem: Sociology: Master Trends of Modern Society
2315,SOC 190,Fresh Sem: Sociology: Data Science for Beginners
2316,SOC 214,Class/Status/Power
2317,SOC 225,Sociology of Sex and Gender
2318,SOC 240,Methods in Black Studies
2319,SOC 245,Individual & Society
2320,SOC 247,Racial & Ethnic Relations
2321,SOC 250,Foundations of Global Health
2322,SOC 275,Social Statistics
2323,SOC 331,The Meaning of Work
2324,SOC 343,Mass Media And Social Influences
2325,SOC 355W,Research Methods in Sociology
2326,SOC 370A,Community Building and Social Change I - Principles and Perspectives
2327,SOC 377,Public Policy
2328,SOC 389,Spec. Tops in Sociology: Progressivism and its Disconte
2329,SOC 389,Spec. Tops in Sociology: Asian Amer: Immigr & Integr
2330,SOC 446W,Big/Small Data and Visualization
2331,SOC 457W,Development Of Sociological Theory
2332,SOC 489,Special Topics in Sociology: Ethnoracial Inequities/Policie
2333,SOC 489W,Special Topics in Sociology: Natural Language Processing
2334,SOC 494R,Internship in Sociology
2335,SOC 495A,Honors
2336,SOC 500,Research Methods/Models:Statistics
2337,SOC 508,Advanced Network Analysis
2338,SOC 509,Big/Small Data & Visualization
2339,SOC 534,Religion & Public Health
2340,SOC 552,Structural Aspects/Soc.Interaction
2341,SOC 563,Culture and Social Psychology Empirical Research (CASPER) Workshop
2342,SOC 585,Advanced Topics in Sociological Research
2343,SOC 597R,Directed Study
2344,SOC 599R,M.A. Research
2345,SOC 797R,Directed Study
2346,SOC 799R,Phd Research
2347,SPAN 101,Elementary Spanish I
2348,SPAN 201,Intermediate Spanish I
2349,SPAN 212,Intro to Hisp Texts & Contexts
2350,SPAN 285,Topics: Hispanic Studies: Casa 脡mory
2351,SPAN 285,Topics: Hispanic Studies: Staged Reading Practice
2352,SPAN 301W,Early Hispanic Texts & Contexts
2353,SPAN 302W,Modern Hispanic Texts & Contexts
2354,SPAN 303,Phonetics: The Sounds of Spanish
2355,SPAN 304,Introduction to Spanish Linguistics
2356,SPAN 311,Hispanic Narrative
2357,SPAN 318,Critical Writing in Hispanic Topics: Lan&Cult for Heritage Speakers
2358,SPAN 341,Hispanic Utopias/Dystopias
2359,SPAN 385,Topics in Language and Culture: Translation:WhoWhatHow?
2360,SPAN 409,Medical Discourse in Latin America
2361,SPAN 410,Topics in Spanish Linguistics: History of Spanish Language
2362,SPAN 421W,Mexican National Cinema
2363,SPAN 423,"Madrid, Barcelona, New York"
2364,SPAN 485,Topics in Hispanic Culture
2365,SPAN 485,Topics in Hispanic Culture: Mass Incarceration in Lat. Am.
2366,SR 601,Sociology Of Religion
2367,SR 613,Gender In U.S. Religion
2368,SR 623,Religion in Urban Landscape
2369,SR 629,Christianity and the Roots of White Nationalism
2370,SR 645,"Race, Class and the Making of American Religion"
2371,SR 665,"Catholicism in America: Migration, Transnationalism, & Devotion"
2372,ST 501,Systematic Theology
2373,ST 604,Theology of Atonement
2374,ST 609,Theology of Augustine
2375,ST 623,Theology of Karl Barth
2376,ST 628,Liturgical Theology
2377,ST 631CEE,Contextual Education Elective: Rites of Christian Initiation
2378,SUST 201,Foundations of Sustainability
2379,SUST 391,Capstone Research
2380,TATT 600,Graduate School Workshop
2381,TATT 605BCDB,Teaching Assistantship
2382,TATT 605BIOS,Teaching Assistantship
2383,TATT 605CB,Teaching Assistantship
2384,TATT 605CPLT,Teaching Assistantship
2385,TATT 605ECON,Teaching Assistantship
2386,TATT 605EHS,Teaching Assistantship
2387,TATT 605ENG,Teaching Assistantship
2388,TATT 605EPI,Teaching Assistantship
2389,TATT 605GHD,Teaching Assistantship
2390,TATT 605GMB,Teaching Assistantship
2391,TATT 605IMP,Teaching Assistantship
2392,TATT 605MMG,Teaching Assistantship
2393,TATT 605MSP,Teaching Assistantship
2394,TATT 605NHS,Teaching Assistantship
2395,TATT 605NRSG,Teaching Assistantship
2396,TATT 605NS,Teaching Assistantship
2397,TATT 605PBEE,Teaching Assistantship
2398,TATT 605PHIL,Teaching Assistantship
2399,TATT 605PHYS,Teaching Assistantship
2400,TATT 605POLS,Teaching Assistantship
2401,TATT 605PSYC,Teaching Assistantship
2402,TATT 605REL,Teaching Assistantship
2403,TATT 605SOC,Teaching Assistantship
2404,TATT 605WGS,Teaching Assistantship
2405,TATT 610BIOS,Teaching Associateship
2406,TATT 610CPLT,Teaching Associateship
2407,TATT 610ECON,Teaching Associateship
2408,TATT 610EHS,Teaching Associateship
2409,TATT 610ENG,Teaching Associateship
2410,TATT 610GHD,Teaching Associateship
2411,TATT 610NHS,Teaching Associateship
2412,TATT 610PHIL,Teaching Associateship
2413,TATT 610PHYS,Teaching Associateship
2414,TATT 610POLS,Teaching Associateship
2415,TATT 610PSYC,Teaching Associateship
2416,TATT 610REL,Teaching Associateship
2417,TATT 610SOC,Teaching Associateship
2418,TATT 610WGS,Teaching Associateship
2419,TBT 101,Elementary Tibetan I
2420,TESL 300,English for Other Language: Written
2421,THEA 100,Introduction to the Theater
2422,THEA 120,Acting: Fundamentals
2423,THEA 130,Stagecraft
2424,THEA 190,Fresh Seminar
2425,THEA 200R,Theatre Practicum
2426,THEA 210W,Reading for Performance
2427,THEA 215,History of Drama and Theater I
2428,THEA 222,Acting: Speeches & Monologues
2429,THEA 224,Movement for the Actor
2430,THEA 243,Arts Administration
2431,THEA 289,Special Topics: Theatre: Staged Reading Practice
2432,THEA 313,History of the American Drama/Theater
2433,THEA 317R,Studies in a Major Figure: Maria Irenes Forn茅s
2434,THEA 319,Chinese Drama
2435,THEA 326,Acting for the Camera
2436,THEA 329,"Art as Work: Self, Community, and Practice"
2437,THEA 332,Set Design
2438,THEA 334,Sound Design
2439,THEA 366W,Topics in Contemporary Drama: Southern Plays
2440,THEA 367,The Self in Performance
