,Class Number,Class title
9452,NRSG 482,Birth and Global Health
9453,NRSG 497R,Directed Study
9454,NRSG 505,Research & Evidence Based Practice
9455,NRSG 513,Spanish for Hlth Care Professionals
9456,NRSG 514,Intermediate Spanish for Healthcare Professionals
9457,NRSG 515,Health and Social Change
9458,NRSG 517,Management of Acute and Chronic Illness I
9459,NRSG 519,Acute and Complex Chronic Disease Management for AGACNP I
9460,NRSG 520,Acute and Complex Chronic Disease Management for the AGACNP II
9461,NRSG 522,Advanced Pharmacology
9462,NRSG 526,Advanced Pharmacology for Anesthesia
9463,NRSG 532,General Principles of Nurse Anesthesia
9464,NRSG 535,Concepts in Neonatal Nursing
9465,NRSG 544,Advanced Health Assessment
9466,NRSG 545,Advanced Pediatric Practice I
9467,NRSG 556,Advanced Neonatal Issues I
9468,NRSG 561,Nurse Midwifery I
9469,NRSG 570,Family Nurse Practitioner I
9470,NRSG 577,FamilyEmergency Nurse Practitioner I Clinical Decision-Making in Emergency Care
9471,NRSG 582,HlthCr Perspectives HIVAIDS
9472,NRSG 595,The Leader's Role in Emergency Preparedness and Response
9473,NRSG 600,Women's Health Nurse Practitioner I - Reproductive Health Care for Women
9474,NRSG 615,Advanced Human Lactation and Breastfeeding
9475,NRSG 634,Synthesis in Clinical Specialty Dual Major
9476,NRSG 651,Neonatal NP I
9477,NRSG 656,Complex Humanitarian Emergencies
9478,NRSG 661,Pediatric Acute Care Nurse Practitioner I
9479,NRSG 664,Peds NP Primary Care
9480,NRSG 668,Adult Gerontological Acute Care Nurse Practitioner I
9481,NRSG 670,Adult Gerontological Acute Care Nurse Practitioner III
9482,NRSG 671,Adult Gerontological Primary Care Nurse Practitioner I
9483,NRSG 683,Human Sexuality
9484,NRSG 687,Nurse Anesthesia CRNA
9485,NRSG 695R,Clinical Directed Study
9486,NRSG 697R,Directed Study
9487,NRSG 703D,Epidemiology for Advanced Nursing Practice
9488,NRSG 713D,Analytic Tools for Evidence Based Decision Making
9489,NRSG 716D,DNP Project II
9490,NRSG 730,Measurement and Design in Clinical Research
9491,NRSG 732,Theor & Scien Basis - St. Clin. Phen
9492,NRSG 734,Qualitative Research Methods
9493,NRSG 741,Big Data Analytics Healthcare
9494,NRSG 795R,Advanced Research
9495,NRSG 799R,Dissertation Research
9496,NS 570R,"Neuroscience Professional Development, Communication and Ethics"
9497,NS 597R,Laboratory Rotations
9498,NS 797R,Directed Study
9499,NS 799R,Dissertation Research
9500,NT 502,Interpretation of the New Testament II
9501,NT 604,The Fourth Gospel
9502,NT 612,Romans
9503,NT 698,"Special Topics in New Testament Gender, Sexuality, & the NT"
9504,NT 698,Special Topics in New Testament Jesus in Contemporary Research
9505,NT 699,Directed Study
9506,OAM 330,Organization & Management
9507,OAM 331,Strategic Management
9508,OAM 334,Social Enterprise in Latin America
9509,OAM 335,Strategies for Entertainment and Media
9510,OAM 336,Catalyzing Social Impact
9511,OAM 338,Consulting
9512,OAM 400,Study Abroad O&M Elective (General Elective)
9513,OAM 401,Study Abroad O&M Elective (Global)
9514,OAM 431,Social Enterp & Impact Invest
9515,OAM 432,Negotiations
9516,OAM 433,Leading and Managing Change
9517,OAM 434,Psychology of Leadership
9518,OAM 435,Multinational Firms & Strategy
9519,OAM 436,Entrepreneurship
9520,OAM 438,Management Consulting
9521,OAM 471,Applied Entrepreneurship
9522,OAM 535,IMPACT360 Catalyzing Social Impact
9523,OAM 538,Strategies for Entertainment and Media
9524,OAM 539,IMPACT360Strategic Management
9525,OAM 557,Leadership & Lifework
9526,OAM 561,Leadership & Emotional Intel
9527,OAM 599R,Special Topics Advanced Leadership
9528,OAM 601,Social EntrepImpact Invest
9529,OAM 630,Competitive Advantage
9530,OAM 632,Negotiations
9531,OAM 636,Entrepreneurship
9532,OAM 637,Managing Innovation
9533,OAM 661,Applied Entrepreneurship
9534,OAM 663,Principled Leadership
9535,OAM 664,Executive Insight
9536,OAM 668,Leading Organizational Change
9537,OAM 669,Leadership Ethics
9538,OAM 680,Human Resources Analytics
9539,OAM 732,Research Seminar in Organization & Management I
9540,OCFT 999LAW,Off Campus Enrollment - Full Time
9541,LAW,Meets
9542,OISP 990A,Academic Study Abroad Course
9543,OISP 991A,Academic Study Abroad Course
9544,OISP 992A,Academic Study Abroad Course
9545,OISP 993A,Academic Study Abroad Course
9546,OISP 994A,Academic Study Abroad Course
9547,OISP 995A,Academic Study Abroad Course
9548,OT 502,Interpretation of Old Testament II
9549,OT 630,Hebrew Exegesis
9550,OT 698,Special Topics in Old Testament
9551,OT 699,Directed Study
9552,P 501,Introduction To Preaching
9553,P 642,Women And Preaching
9554,PAE 7002,Introduction to Epidemiology and Biostatistics
9555,PAE 7104,Becoming a Physician Assistant II
9556,PAE 7200,Fundamentals of Dermatology
9557,PAE 7201,Fundamentals of Hematology
9558,PAE 7203,Fundamentals of Cardiology
9559,PAE 7204,Fundamentals of Pulmonology
9560,PAE 7205,Fundamentals of Endocrinology
9561,PAE 7206,Fundamentals of Gastroenterology
9562,PAE 7400,Psychiatry
9563,PAE 7401,General Surgery
9564,PAE 7402,Emergency Medicine
9565,PAE 7403,ObstetricsGynecology
9566,PAE 7405,Pediatrics
9567,PAE 7406,Internal Medicine
9568,PAE 7407,Family Medicine
9569,PAE 7500,Elective I
9570,PAE 7501,Elective II
9571,PAE 7502,Elective III
9572,PAE 7801,Senior Thesis I
9573,PAE 8000,Core Courses
9574,PAE 8100,Independent Study
9575,PBEE 597R,Laboratory Rotations
9576,PBEE 790R,Advanced Graduate Seminar
9577,PBEE 797R,Directed Study
9578,PBEE 799R,Dissertation Research
9579,PC 501CE,Contextualized Introduction to Pastoral Care
9580,PC 655,"Care of Souls, Care of World"
9581,PC 698,Special Topics Pastoral Care
9582,PC 699,Directed Study
9583,PE 110,PPFAerobic Conditioning
9584,PE 112,PPFSwimming
9585,PE 114,PPFJogging
9586,PE 116,PPFIndoor Cycling
9587,PE 125,Play Emory
9588,PE 126,PPFCardio Tennis
9589,PE 128,PPFWeight Training for Women
9590,PE 130,PPFAerobic Resistance Training
9591,PE 132,PPFFree Weights Training
9592,PE 135,PPF - Intro. to Fitness Yoga
9593,PE 150,Beginning Swimming
9594,PE 151,Beginning Scuba Diving
9595,PE 160,Martial Arts - General
9596,PE 164,Tai Chi Chuan
9597,PE 167,Beginning Yoga
9598,PE 173,Beginning Tennis
9599,PE 181,ConditioningRacquetball
9600,PE 184R,Indoor ClimbingCrosstraining
9601,PE 187,Indoor Soccer
9602,PE 191,Social Dance
9603,PE 192,Beginning Fencing
9604,PE 194,Stress Reduction & Flexibility
9605,PE 195,Personal Self Defense (Women Only)
9606,PE 198,Weights - All Levels
9607,PE 199,Beginning Golf
9608,PE 212,ConditioningSwimming
9609,PE 214,Functional Fitness and Running
9610,PE 218,ConditioningTriathlon Training
9611,PE 232,ConditioningIndoor Cycling
9612,PE 235,Fitness Yoga
9613,PE 236,Circuit Training
9614,PE 273,Intermediate Tennis
9615,PE 285,Special Topics in PE Hip Hop Dance
9616,PE 285,Special Topics in PE Indoor Cycling
9617,PE 285,Special Topics in PE Training for Sports & Fitness
9618,PE 285,"Special Topics in PE Bridging Mind, Body, Spirit"
9619,PE 285,Special Topics in PE Advanced Open Water
9620,PE 291,Intermediate Social Dance
9621,PE 292,Intermediate Fencing
9622,PE 356,Lifeguard Training
9623,PE 399R,Adaptive Physical Education
9624,PE 402R,PPF Varsity Track
9625,PE 405R,PPF Varsity Men's Tennis
9626,PE 406R,PPF Varsity Women's Tennis
9627,PE 407R,PPF Varsity Golf
9628,PE 408R,PPF Varsity Men's Basketball
9629,PE 409R,PPF Varsity Women's Basketball
9630,PE 411R,PPF Varsity SwimmingDiving
9631,PE 412R,PPF Varsity Baseball
9632,PE 413R,PPF Varsity Softball
9633,PERS 102,Elementary Persian II
9634,PERS 202,Intermediate Persian II
9635,PERS 302W,Advanced Persian II
9636,PERS 497R,Directed Study
9637,PERS 797R,Supervised Reading in Persian
9638,PHIL 100,Basic Problems in Philosophy
9639,PHIL 110,Introduction to Logic
9640,PHIL 115,Introduction to Ethics
9641,PHIL 116,Intro to Bioethics
9642,PHIL 117,NatureEnvrnmntSustainability
9643,PHIL 120,Political Philosophy
9644,PHIL 123,Intro to Feminist Philosophy
9645,PHIL 133,Intro to Philosophy of Film
9646,PHIL 136,Love & Friendship
9647,PHIL 190,Fresh Sem Philosophy
9648,PHIL 190,Fresh Sem Philosophy The Meaning of Life
9649,PHIL 200W,Ancient Greek & Medieval Phil
9650,PHIL 202W,Renaissance & Modern Philosophy
9651,PHIL 204W,19th & 20th Century Philosophy
9652,PHIL 220,History of Political Philosophy
9653,PHIL 321,Philosophy of Law
9654,PHIL 350,Philosophy Of Education
9655,PHIL 385W,Special Topics in Philosophy Staging the Political
9656,PHIL 400W,Topics Ancient Greek Philosophy Virtue and Vices
9657,PHIL 404W,Topics19th Century Philosophy
9658,PHIL 437,Philosophy of History
9659,PHIL 440W,Philosophy of Mind
9660,PHIL 480R,Seminar on Individual Philosophers
9661,PHIL 482W,Topics Philosophy 20thC.Jewish-German Philosophy
9662,PHIL 490R,Senior Seminar
9663,PHIL 495B,Honors (Directed Reading)
9664,PHIL 497R,Directed Reading
9665,PHIL 540R,20th Cent. Philosophy Seminar
9666,PHIL 599R,Thesis Research
9667,PHIL 789,Topics In Philosophy
9668,PHIL 789,Topics In Philosophy Topics inFeminist Philosophies
9669,PHIL 789,Topics In Philosophy
9670,PHIL 789,"Topics In Philosophy Platonism, Neoplatonism"
9671,PHIL 789,Topics In Philosophy Sacrifice & Gift
9672,PHIL 789,Topics In Philosophy
9673,PHIL 797R,Directed Study
9674,PHIL 799R,Advanced Research
9675,PHYS 116,Intro Astronomy WLab
9676,PHYS 117,Intr. Astronomy 2 Adv.Topics
9677,PHYS 142,Intro Physics II WLab
9678,PHYS 152,Physics for Scientists and Engineers II wLab
9679,PHYS 212,Computational Modeling for Scientists and Engineers
9680,PHYS 222,Fundamentals of Engineering Design
9681,PHYS 333,Physics for Life Sciences
9682,PHYS 361,Classical Mechanics
9683,PHYS 397R,Directed Study
9684,PHYS 421,Thermodynamics and Statistical Physics
9685,PHYS 444W,Advanced Undergraduate Laboratory
9686,PHYS 461,Quantum Mechanics
9687,PHYS 495RW,Honors Research
9688,PHYS 499R,Undergraduate Research
9689,PHYS 511A,Electrodynamics I
9690,PHYS 525,Introduction to Condensed Matter Physics
9691,PHYS 526,Statistical Physics
9692,PHYS 544,Advanced Laboratory
9693,PHYS 556,Single Molecule Biophysics
9694,PHYS 564,Introduction to Polymers
9695,PHYS 590B,Seminar Teaching College Physics II
9696,PHYS 597R,Directed Study
9697,PHYS 599R,Research (Pre-Candidacy)
9698,PHYS 796,Qualifier Proposal
9699,PHYS 799R,Advanced Research (Post- Candidacy)
9700,POLS 100,National PoliticsUnited States
9701,POLS 110,Introduction to International Politics
9702,D. Davis III,POLS 120
9703,POLS 150,Foundations of American Democracy
9704,POLS 190,Fresh Sem Poli Sci Conflict & Cooperation
9705,POLS 190,Fresh Sem Poli Sci The Pacific War
9706,POLS 200,Intermediate National Politics of the United States
9707,POLS 201,Classical Political Thought
9708,POLS 208,Research Design and Methods
9709,POLS 210,Intermediate International Politics
9710,POLS 220,Intermediate Comparative Politics
9711,POLS 312,International Law
9712,POLS 317,Global Human Rights
9713,D. Davis III,POLS 319
9714,POLS 321,Comparative Political Economy
9715,POLS 346,African American Politics
9716,POLS 353,Civil Liberties
9717,POLS 354,Criminal Justice
9718,POLS 355,Nonprofits and Politics
9719,POLS 358,Women and the Law
9720,POLS 360,Public Policy
9721,POLS 368,Urban Public Policy
9722,POLS 370B,Planning Community Initiatives
9723,POLS 370L,Planning Comm.Initiatives-Lab
9724,POLS 371,Guerilla Political Videography
9725,POLS 385,Special Topics Political Science RepressionControl-Dictatorshi
9726,POLS 385,Special Topics Political Science Psyc of Electl Pol & Poltl Com
9727,POLS 385,Special Topics Political Science Debating the Middle East
9728,POLS 385,Special Topics Political Science Right Wing America
9729,POLS 385,Special Topics Political Science Chinese Foreign Policy
9730,POLS 385,"Special Topics Political Science Population,Migration,Politics"
9731,POLS 385W,Spec Tops Political Science Politics of Democratic Spain
9732,POLS 385W,Spec Tops Political Science PrintPolitics&Power Latin Am.
9733,POLS 387R,Independent Research (CLSS)
9734,POLS 394,Research Topics in Political Science
9735,POLS 394,Research Topics in Political Science American Political Parties
9736,POLS 394,Research Topics in Political Science Intl. Political Economy
9737,POLS 394,Research Topics in Political Science Comparative Political Parties
9738,POLS 486,Washington Semester
9739,POLS 487,International Studies at Bard (N.Y.)
9740,POLS 490R,Advanced Seminar Political Econ. of Latin Amer.
9741,POLS 490R,Advanced Seminar Plato's Republic
9742,POLS 494W,Research Topics Seminar in Political Sciences Politics of Public Health
9743,POLS 494W,Research Topics Seminar in Political Sciences Modeling Complex Systems
9744,POLS 496RW,Internship in Political Science
9745,POLS 497R,Directed Study
9746,POLS 497RW,Directed Study
9747,POLS 499,Honors Research
9748,POLS 509,The Linear Model
9749,POLS 512,International Conflict
9750,POLS 513,Introduction to Game Theory
9751,POLS 515,Applied Game Theory
9752,POLS 540,American National Government
9753,POLS 585,"Variable Topics Seminar Race, Class & Justice"
9754,POLS 585,Variable Topics Seminar DesignAnalysis of Experiments
9755,POLS 585,Variable Topics Seminar Political Institutions
9756,POLS 585,Variable Topics Seminar Social Choice
9757,POLS 585,Variable Topics Seminar Social Science Human Rights Perspective
9758,D. Davis III,POLS 585
9759,POLS 597R,Directed Study
9760,POLS 599R,Thesis Research
9761,POLS 790,Dissertation Proposal Colloquium
9762,POLS 799R,Advanced Research
9763,PORT 102,Elementary Portuguese II
9764,PORT 110,Portuguese for Spanish Speakers
9765,PORT 201,Intermediate Portuguese I
9766,PORT 212,Advanced Practice in Portuguese
9767,PORT 302W,Luso-African Texts & Cultures
9768,PORT 412W,Topics in Lusophone Culture Brazilian Contemporary Art
9769,PORT 495BW,Honors Thesis
9770,PORT 497R,Supervised Reading
9771,PRS 530D,Quantitative Analysis
9772,PRS 532D,Qualitative Research Methods
9773,PRS 533D,Qualitative Analysis and Mixed Methods
9774,PRS 535D,Questionnaire Design & Analysis
9775,PRS 561D,Public Health Advocacy Capstone I
9776,PRS 580D,Research Design & Grant Preparation
9777,PRS 595R,Applied Practice Experience
9778,PRS 597D,Directed Study
9779,PRS 599R,Thesis
9780,PSP 789,Special Topics in Psychoanalytical Studies Lit. &JusticeWriters On Trial
9781,PSP 789,Special Topics in Psychoanalytical Studies French Literature
9782,PSP 789,Special Topics in Psychoanalytical Studies Intl.SurrealismPsychoanalysis
9783,PSP 789,Special Topics in Psychoanalytical Studies French Literature
9784,PSP 789,Special Topics in Psychoanalytical Studies 20th Cent. Philosophy Seminar
9785,PSYC 103,Brain & Behavior
9786,PSYC 110,Intro Psyc IPsychobio & Cognition
9787,PSYC 111,Intro To Psyc II
9788,PSYC 150,Great Works in Psychology
9789,PSYC 190,Fresh Sem Psychology Sports Perf. Brain Effects
9790,PSYC 190,Fresh Sem Psychology Media Portrayals Mental Illnes
9791,PSYC 190,Fresh Sem Psychology The Mind & Brain of the Voter
9792,PSYC 200W,Lab In Experimental Methods
9793,PSYC 205,Child Development
9794,PSYC 210,Adult Abnormal Behavior
9795,PSYC 211,Childhood Psychopathology
9796,PSYC 212,Social Psychology
9797,PSYC 215,Cognition
9798,PSYC 218,Infancy
9799,PSYC 240,Psychology & Law
9800,PSYC 317,Psycholinguistics
9801,PSYC 321,Behavioral Neuroendocrinology of Sex
9802,PSYC 322,Biological BasisLearning & Memory
9803,PSYC 323,Drugs & Behavior
9804,PSYC 325,Primate Social Psychology
9805,PSYC 330,Personality Theories
9806,PSYC 350,Behavior Modification
9807,PSYC 353,Behavioral Neuroscience
9808,PSYC 385,Special Topics in Psychology Sem. in Attitudes & Persuasion
9809,PSYC 385,Special Topics in Psychology Causes -Child Psychopathology
9810,PSYC 385,Special Topics in Psychology Psyc of Electl Pol & Poltl Com
9811,PSYC 385W,Special Topics in Psychology Narrative Identity
9812,PSYC 424,Advanced Neuroimaging Practicum
9813,PSYC 430,Advanced Statistics and Research Methods
9814,PSYC 473,Adv Topics In Abn Psychology The Origins of Schizophrenia
9815,PSYC 473,Adv Topics In Abn Psychology Autism Spectrum Disorders
9816,PSYC 475R,Sem Personality & Social Psych The Self in Development
9817,PSYC 495BW,Honors Program
9818,PSYC 498R,Directed Reading
9819,PSYC 499R,Directed Research
9820,PSYC 546,Intervention I
9821,PSYC 549,Assessment IIPersonalityPsyc.
9822,PSYC 551,Neurobiology of Cognition and Motivated Behaviior
9823,PSYC 561,Multiple RegressionGen.Linear Mod
9824,PSYC 597R,Directed Study
9825,PSYC 597R,Directed Study Prof. Psych IssuesConsultation
9826,PSYC 599R,Master Thesis Research
9827,PSYC 610,Developmental Theory & Methods
9828,PSYC 612,Perception & Attention
9829,PSYC 720,Behavioral Effects of Drugs
9830,PSYC 730,Special Topics Research Group Proseminar in Learning
9831,PSYC 730,Special Topics Research Group The Language Group
9832,PSYC 730,Special Topics Research Group Culture and Cognition
9833,PSYC 730,Special Topics Research Group Behavioral Neuroendocrinology
9834,PSYC 750H,Clinical Practicum Intervention I Lab
9835,PSYC 750R,Clinical Supervision Evidence-Based Intervention FamilySchool Based
9836,PSYC 750R,Clinical Supervision Intervention
9837,PSYC 750R,Clinical Supervision Assessment
9838,PSYC 750R,Clinical Supervision Community Practicum
9839,PSYC 760,Teaching Practicum
9840,PSYC 770R,Topic Seminars Psych Animal Modls Devtl Psychopatho
9841,PSYC 770R,Topic Seminars Psych Psychiatric Interviewing Sem.
9842,PSYC 770R,Topic Seminars Psych Diversity
9843,PSYC 770R,Topic Seminars Psych Advance Neuroimaging Practicum
9844,PSYC 770R,Topic Seminars Psych Developmental Psychopathology
9845,PSYC 770R,Topic Seminars Psych
9846,PSYC 770R,Topic Seminars Psych Prof.Psych Issues Consultation
9847,PSYC 775R,Neuroscience and Animal Behavior Research Seminar
9848,PSYC 776R,Cogn.Developmental Issues Seminar
9849,PSYC 797R,Directed Research
9850,PSYC 799R,Doctoral Dissertation Research
9851,PT 503,Vocational Discernment for a Sustained Life of Ministry
9852,PT 530,Bibliodrama
9853,PT 670B,Hacking Ministry The Work of the Church in a Digital Age
9854,PT 699R,Directed Study
9855,PUBH 601R,Global Service Preparation Seminar
9856,PUBH 602R,Community Engaged Learning Seminar
9857,QTM 100,Intro to Stat Inference
9858,QTM 110,Introduction to Scientific Methods
9859,QTM 120,Math.for Quantitative Sciences
9860,QTM 150,Introduction to Statistical Computing I
9861,QTM 151,Introduction to Statistical Computing II
9862,QTM 200,Applied Regression Analysis
9863,QTM 210,Probability and Statistics
9864,QTM 220,Regression Analysis
9865,QTM 250,D.S. Computing for Minors
9866,QTM 302W,Technical Writing
9867,QTM 345,Advanced Statistics
9868,QTM 355,Introduction to Time Series Analysis
9869,QTM 385,Special Topics QTM Data Science with Text
9870,QTM 385,Special Topics QTM Generalized Linear Model
9871,QTM 385,Special Topics QTM The Math of Fairness
9872,QTM 398R,Peer Mentoring in Statistics
9873,QTM 446W,BigSmall Data and Visualization
9874,QTM 490R,Advanced Seminar Social Choice
9875,QTM 491,Design  Analysis Experiments
9876,QTM 495A,Honors Research
9877,QTM 495BW,Honors Research
9878,QTM 496R,Quantitative Sciences Internship
9879,QTM 499R,Directed Research
9880,RE 501,RE As Formation & Transformation
9881,RE 508,Religious Education Certificate Professional Development
9882,RE 515,The Art of Teaching
9883,RE 530,Bibliodrama
9884,RE 670B,Hacking Ministry The Work of the Church in a Digital Age
9885,REL 100R,"Introduction to Religion Illness, Suffering, & Healing"
9886,REL 170,Special Topics in Religion The Bible
9887,REL 190,Fresh Sem Religion Fortune-telling and Fate
9888,REL 190,Fresh Sem Religion Films & Memoirs of Holocaust
9889,REL 200R,Religion & Contemporary Experience What is Sacred
9890,REL 200R,Religion & Contemporary Experience Rel.Movements in Latin America
9891,REL 212,Asian Religious Traditions
9892,REL 270,Special Topics in Religion ReligionCapitalism in the US
9893,REL 270,Special Topics in Religion Sex & Spirit in the 1970s
9894,REL 270,Special Topics in Religion Religious Art of South Asia
9895,REL 270,Special Topics in Religion Yoga Philosophy or Exercise
9896,REL 270,Special Topics in Religion African Religions
9897,REL 270,Special Topics in Religion
9898,REL 300,Interpreting Religion
9899,REL 305,Introduction to Buddhism
9900,REL 309,Jews & Judaism in Modern Times American Jewish History
9901,REL 310R,"Modern Buddhism Dalai LamaLife,Work,Teachings"
9902,REL 328W,"Women, Religion & Ethnography"
9903,REL 333,Religion and the Body
9904,REL 338,Tibetan History
9905,REL 351,Paul and his Letters
9906,REL 354R,Ethics
9907,REL 354RW,Ethics Human Goodness
9908,REL 358R,Religion and Healing Medical Ethics and Technology
9909,REL 366,Afghanistan and Central Asia
9910,REL 369R,"Religion, Film & Media Picturing Tibet"
9911,REL 370,Special Topics in Religion Jewish Law
9912,REL 370,Special Topics in Religion Presocratics to Rise of Islam
9913,REL 373,"Spec Tops Religious Studies Inquisition,Autobiog.,Empire"
9914,REL 472,Topics in Religion Philosophy&Religion in Russia
9915,REL 490W,Senior SymposiumCritique of Religion
9916,REL 495RW,Directed Reading (Honors)
9917,REL 497R,Directed Reading
9918,RES 999GAH,Graduate Residence Full-Time
9919,RES 999GNUR,Graduate Residence Full-Time
9920,RES 999LAW,Graduate Residence Full-Time
9921,RES 999MED,Graduate Residence Full-Time
9922,RES 999PUBH,Graduate Residence Full-Time
9923,RES 999UAH,Undergrad Residence Full-Time
9924,RES 999UCOL,Undergrad Residence Full-Time
9925,RES 999UCOL,Undergrad Residence Full-Time Off Campus FT Domestic Enr
9926,RES 999UNUR,Undergrad Residence Full-Time
9927,RLAR 599R,Thesis Research
9928,RLAR 797R,Directed Study
9929,RLAR 799R,Dissertation Research
9930,RLE 599R,Thesis Research
9931,RLE 733,Love and Justice
9932,RLE 736,U.S.20th Cent.Christ.Soc.Ethic
9933,RLE 797R,Directed Study
9934,RLE 799R,Dissertation Research
9935,RLHB 599R,Thesis Research
9936,RLHB 797R,Directed Study
9937,RLHB 799R,Dissertation Research
9938,RLHT 599R,Thesis Research
9939,RLHT 736,Topics in Religious History
9940,RLHT 797R,Directed Study
9941,RLHT 799R,Dissertation Research
9942,RLNT 599R,Thesis Research
9943,RLNT 797R,Directed Study
9944,RLNT 799R,Dissertation Research
9945,RLPC 599R,Research
9946,RLPC 710K,William James Seminar
9947,RLPC 797R,Directed Study
9948,RLPC 799R,Dissertation Research
9949,RLR 700,Topics in Religion Sacrifice & Gift
9950,RLR 700,Topics in Religion
9951,RLR 700,"Topics in Religion Platonism, Neoplatonism"
9952,RLR 700,Topics in Religion
9953,RLR 700,Topics in Religion Partnering Communities & UnivTransformative Power
9954,RLR 700H,First Year Colloquy
9955,RLTS 599R,Thesis Research
9956,RLTS 799R,Dissertation Research
9957,RP 653,William James Seminar Psychology & Religious Experience
9958,RP 655CEE,Contextual Education Elective Erik Erikson
9959,RUSS 102,Elementary Russian II
9960,RUSS 190,Fresh Sem Russian The Mad Russian
9961,RUSS 202,Interm CompositionConversation
9962,RUSS 361,Leo Tolstoy In English Translation
9963,RUSS 372W,Russian Literature & Revolution
9964,RUSS 401,Russian Literature in Original
9965,RUSS 420,Philosophy and Religion in Russia
9966,RUSS 497R,Individual Directed Reading
9967,SIRE 299R,SIRE Research Partner Program
9968,SOC 101,Intro to General Sociology
9969,SOC 150,Great Works in Social Thought
9970,SOC 190,"Fresh Sem Sociology Gender,Race,Ineq.Evidence"
9971,SOC 190,Fresh Sem Sociology Advertising
9972,SOC 213,Sociology of the Family
9973,SOC 221,Culture and Society
9974,SOC 225,Sociology of Sex and Gender
9975,SOC 230,Sociologic. Aspects HealthIllness
9976,SOC 247,Racial & Ethnic Relations
9977,SOC 266,Global Change
9978,SOC 271,Political Change in Korea
9979,SOC 275,Social Statistics
9980,SOC 289,Special Topics in Sociology Rel.Movements in Latin America
9981,SOC 330,Mental Health and Well-Being
9982,SOC 350,Sociology of Law
9983,SOC 352,Happiness The Sociology of
9984,SOC 355W,Research Methods in Sociology
9985,SOC 370B,Planning Community Initiatives
9986,SOC 370L,Planning Comm.Initiatives-Lab
9987,SOC 389,Spec. Tops in Sociology The Culture Connection
9988,SOC 389,"Spec. Tops in Sociology Economy, Organizations & Work"
9989,SOC 389,"Spec. Tops in Sociology Race, Ethnicities and Racism"
9990,SOC 389W,Spec Tops In Sociology Introducing Pierre Bourdieu
9991,SOC 446W,BigSmall Data and Visualization
9992,SOC 457W,Development Of Sociological Theory
9993,SOC 494RW,Internship in Sociology
9994,SOC 495BW,Honors
9995,SOC 497R,Directed Research
9996,SOC 498R,Supervised Reading
9997,SOC 499R,Independent Research
9998,SOC 506,Applied Regression
9999,SOC 562,Sociology of Mass Media
10000,SOC 585,Advanced Topics in Sociological Research Qualitative Methods
10001,SOC 585,Advanced Topics in Sociological Research Gender and Violence
10002,SOC 590R,Second Year Research Paper
10003,SOC 597R,Directed Study
10004,SOC 599R,M.A. Research
10005,SOC 741,Theory Construction
10006,SOC 759R,Seminar in Social Psychology Sociology of Education
10007,SOC 767,Teaching Sociology
10008,SOC 797R,Directed Study
10009,SOC 799R,Phd Research
10010,SPAN 102,Elementary Spanish II
10011,SPAN 111,Intensive Spanish
10012,SPAN 150,Great Works Hispanic Canon
10013,SPAN 190,Freshman Seminar Spanish Latin Amer. & Latinx Pop Art
10014,SPAN 190,Freshman Seminar Spanish Latinx US
10015,SPAN 202,Intermediate Spanish II
10016,SPAN 212,Intro to Hisp Texts & Contexts
10017,SPAN 217R,Spanish for the Professions
10018,SPAN 285,Topics Hispanic Studies
10019,SPAN 300,Introduction to Hispanic Cultural History
10020,SPAN 301W,Early Hispanic Texts & Contexts
10021,SPAN 302W,Modern Hispanic Texts & Contexts
10022,SPAN 303,Phonetics The Sounds of Spanish
10023,SPAN 304,Introduction to Spanish Linguistics
10024,SPAN 318W,Critical Writing in Hispanic Topics LatinX in Public Discourse
10025,SPAN 318W,Critical Writing in Hispanic Topics Latin American Cinema
10026,SPAN 330,Theater Workshop in Spanish
10027,SPAN 334,Intercultural Internship
10028,SPAN 410,Topics in Spanish Linguistics Medical Discourse in Latin Am.
10029,SPAN 410W,Topics in Spanish Linguistics Lang. and Discourse in the Web
10030,SPAN 412,Topics in Hispanic Culture The Moor's Last Sigh
10031,SPAN 460,TopicModern LatinAmer Studies Latin American & Latinx Music
10032,SPAN 460,TopicModern LatinAmer Studies Indigeneity in Greater Mexico
10033,SPAN 460,TopicModern LatinAmer Studies AfroCuban Religions & the Arts
10034,SPAN 460,TopicModern LatinAmer Studies RomanticismAge of Revolutions
10035,SPAN 460W,TopicModern LatinAmer Studies Mexican Murder Mysteries
10036,SPAN 495BW,Honors
10037,SPAN 497R,Supervised Reading
10038,SR 515,Methods of Social and Congregational Analysis
10039,SR 536,Rel & Health in Context HIV
10040,SR 621,Howard ThurmanSpiritualityComm.
10041,SR 622,Ethnographic Research for Ministry in Congregations and Local Communities
10042,SR 631,"Methodism, Race, Gender, and Sexuality"
10043,SR 633,African American Religion and Culture
10044,SR 640,Civil Rights Heritage Tour
10045,SR 650,Faith & Health Transforming Communities
10046,SR 699,Directed Study
10047,ST 501,Systematic Theology
10048,ST 619CEE,Contextual Education Elective Liturgy and Architecture
10049,ST 623,Theology of Karl Barth
10050,ST 660,Womanist Theology
10051,ST 678,Modern Catholicism
10052,ST 691,Comparative Theology and Literature
10053,ST 698,"Special Topics in System Theology Eros, Sexuality, & the Spirit"
10054,ST 698,Special Topics in System Theology Asian & Asian America Theo
10055,ST 698,Special Topics in System Theology Intro Eastern OrthodoxTheology
10056,ST 699,Directed Study
10057,TATT 605ANT,Teaching Assistantship
10058,TATT 605ARTH,Teaching Assistantship
